Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_
2200,,,,,,2158.6388,2222.2226,2567.3206,452.3919,840.9705,1183.123,929.0029,,2437.0594,2394.8106,2601.3542,123.0969
2201,,,,,,,,,,,769.1794,551.291,,,,1443.3653,
2202,,,,,,,,336.1821,,,432.83,,,,,617.9442,
2203,,,,,,,270.679,,,,,,,463.9513,744.0958,613.9301,
2206,,,,,,,662.3788,,,,,,,,630.0672,,
2208,,,,,,,,,,,,,,,,161.4741,
2209,,,,,,,,260.2731,,,243.1963,208.9786,,363.9307,268.6144,415.1447,
2215,,,,,,,537.4833,,,,360.9813,,,,,,
2217,250.5175,,,,,,,,,,,,,,,,
2218,,,,,118.367,,,,,,,,,,,,
2220,474.7974,,,,,,,,,,,,,,,,
2223,,,,,,,955.607,549.1565,,,,,,,,,
2224,,,,,,354.1626,,,,,,,,,,,
2225,,,,,,204.2976,406.4116,1062.5658,856.5524,318.3802,517.9774,356.2126,1083.2347,352.5173,572.3754,790.4183,674.3033
2226,,,,,,,,61.5697,,,,,,,,,
2229,,,,,,,,,,,,,,,770.405,1002.2552,
2231,,,,,,337.9405,488.356,400.3064,,,347.1842,209.6544,,,,,
2232,,,,,,,,,,,,,,2713.9091,2730.7625,,
2233,2817.298,,,,,,,,,,,,,,,,
2234,,,,,,1303.1474,1218.7822,1403.716,,,910.9093,626.2673,,1169.2807,1319.551,1492.3441,
2235,,,,,,,,,,250.6948,,,,,,,
2238,,,,534.789,,684.6045,2028.9091,945.1757,,1158.847,1939.5155,842.4701,678.3127,938.1782,1581.456,1622.4583,1221.4235
2239,,,,,,1789.4956,2233.1782,,,1167.633,2963.4521,1292.1597,,2346.8148,2490.3394,,
2240,,,,,,605.8751,379.3341,,,,459.0191,289.2454,,858.9085,730.9386,1189.1363,
2247,,,,,,,,,,,,,,381.4996,438.8825,510.4911,
2248,,,,,,,,146.7514,,32.3051,,,,123.941,,148.3356,
2250,,,,,,120.8795,,,,,,,,149.1122,,151.3458,
2257,,,,,,,111.8653,,,,,,,,,,
2259,244404.3282,23602.3642,,61980.3707,129113.6482,,,,,,,,,,,,
2263,,,,,,241.6111,,,,,,,,,,,
2265,183.117,,,,,,,,,,,,,,,,
2267,,,,,,,,,,,,258.7507,,,,,
2270,134.3012,,,,,,,,,,,,,,,,
2272,,,,,,607.8977,,,1383.508,331.3936,,,,,,887.1558,
2273,,,,,,1166.3812,1038.3807,1663.3184,486.7366,415.0185,829.2347,730.6897,,1370.7559,1069.1328,2654.3616,
2274,,,,,,599.9135,760.6117,,247.0697,,,,,,,856.2584,
2275,,,,,,,929.2595,,,,,,,,,,
2276,,,,,,504.1921,613.624,607.2218,,251.3094,438.3191,393.2319,,,577.3375,533.4544,
2280,3600.4539,,,1620.7388,1913.2932,,,,,,,,,,,,
2285,,,,,,56.9176,69.4113,129.9266,,,,,,107.9707,99.8852,224.8475,
2286,2737.625,,,591.6268,1347.5468,,,,,,,,,,,,
2287,102078.7,12348.774,1587.0658,36847.34,55175.555,,,,,,,,,,,,
2289,,,,,,708.3077,700.8148,859.616,,417.8013,823.5546,516.0144,,1449.7504,1355.8442,1558.9773,
2292,,,,,,465.1802,,,,,255.211,,,1066.8613,,873.2969,
2294,719.8331,,,,,,,,,,,,,,,,
2295,,157.3052,,,,,,,,,,,,,,,
2297,160890.3488,15832.5988,,41400.548,85514.6088,,,,,,,,,,,,
2299,418.2011,41.1781,,,253.0965,,,,,,,,,,,,
2301,320.6672,,,,,,,,,,,,,,,,
2302,,355.8129,382.0792,,232.4393,,,,,,,,,,,,
2303,,1293.6727,1668.4649,,,,,,,,,,,,,,
2304,,,,,,,,,188.7231,,,,,,,,
2306,,,,,,,361.4974,516.5884,,,,,,,,,
2308,463.2709,,,,254.1408,,,,,,,,,,,,
2309,,,,,,,,586.7009,151.7973,245.6332,,,,343.7983,,,
2310,,,,,,2949.2498,2764.073,2416.6007,,,,,,,,,
2311,608.2311,,,,300.6788,,,,,,,,,,,,
2312,,,,,,767.1354,1126.4691,669.3361,319.9962,377.2115,747.3225,607.2029,,559.7469,590.6962,825.1652,
2313,,,,,,628.8525,944.1485,,,307.0223,,426.0934,,,,866.4507,
2314,,,,,,401.4,493.3768,464.0736,,,351.6629,224.8576,,348.3059,269.5621,394.7415,
2315,,,,,,,,,,,,,,,,278.1359,
2318,,74.5603,,,65.8777,,,,,,,,,,,,
2319,222.052,,,,,,,,,,,,,,,,
2322,120.3955,,,,74.9281,,,,,,,,,,,,
2323,,,,,,282.6336,,400.9719,,,,,,285.33,,,
2325,333467,32554.186,3272.2114,88208.1422,189749.84,,,,,,,,,,,,
2329,,,,,,4515.4596,6242.7585,5032.9822,,,3723.5785,,,3324.9971,3876.8215,3708.4965,
2332,,,,,,,,5550.8234,,,,,,,,,
2333,28795.1612,2669.7312,,7203.9084,15157.3482,,,,,,,,,,,,
2336,,,,,,,,,,187.276,338.8153,,,,,,
2343,,,,,,,,566.1491,,,,,,,,,
2344,,,,,,,,,,,405.9823,,,399.9976,,,
2346,782.4094,,,,,,,,,,,,,,,,
2347,1592.1926,173.262,,,,,,,,,,,,,,,
2350,,,,,,,272.7727,,,,,,,,,,
2352,,,,,,372.8289,423.9144,432.488,,,574.1085,,,,485.7654,985.2979,
2353,,,,,,,,,,,,,,174.7169,,,
2368,2683.1663,234.6786,,666.9593,1336.4883,,,,,,,,,,,,
2369,,,,,,,,,363.7877,,828.0505,,,,,,
2374,,,,,,,,,,,,,,,130.5846,,
2380,,,,,,,,,,,,,,,,,
2381,,,,,,,,,,,,,,1479.5197,1502.5231,1640.0146,
2382,,,,,,,,,,,,,,517.7553,544.4584,,
2385,,,,,,369.111,429.7107,822.1037,,,,,,,,531.5491,
2387,,,,,,,,,,,,,,,,,
2390,227.8118,,,,138.4036,,,,,,,,,,,,
2393,276.8362,,,,149.7952,,,,,,,,,,,,
2394,1274.434,121.7405,,,644.0843,,,,,,,,,,,,
2396,,,,,149.8946,,,,,,,,,,,,
2401,5779.491,,,1174.3832,2794.0962,,,,,,,,,,,,
2406,,,,,,,,553.0901,915.3169,,,,,870.8452,,,
2408,1097.9266,106.6741,,,518.576,,,,,,,,,,,,
2409,,,,,,,,,,105.8645,,132.3408,,,,,
2416,,,,,,8322.6599,7297.9437,8897.325,3145.4264,2278.9191,4921.3493,3241.9562,,13063.3293,11749.4883,11958.2627,960.4818
2417,,,,,,1823.7773,2022.1888,2137.0026,,569.6094,889.6246,596.2359,,1648.3848,1559.9085,,
2418,,,,,,519.62,,,,,,,,,,,
2422,,,,,,,,,,,,,,,,,590.6455
2425,,,,,,,1119.5173,715.6758,,,674.168,425.7096,,,1703.8611,1529.2541,
2434,,,,,,,,130.5429,,,,109.0602,,,,,
2439,144.8107,305.2239,,,227.2834,,,,,,,,,,,,
2440,,2584.4602,4311.7206,,1023.0761,,,,,,,,,,,,
2445,,147.4052,,,117.3597,,,,,,,,,,,,
2446,,,,,,,310.42,,,,455.1467,,,,323.1702,,
2448,213626.64,21987.664,2453.1104,49060.3075,114341.85,,,,,,,,,,,,
2449,,,,,,,,,,,447.6842,313.1665,,,,,
2450,,,,,,,193.0966,,,,,,,,,,
2452,1401.8787,,,,,,,,,,,,,,,,
2453,,,,,,,,629.0761,,205.4936,,,,,,,
2461,,,,,986.4324,,,,,,,,,,,,
2463,,,,,,,,,,,,,,,,,
2464,,,,,,,379.5376,,,,,,,,,,
2469,,,,,,,,446.7498,,279.5697,412.2314,315.6782,,276.4738,249.1011,345.1895,
2470,14239.654,1392.4194,,3238.6501,7676.719,,,,,,,,,,,,
2471,,,,,,799.1815,735.0088,,,,,,,,,,
2472,,,,,,335.2073,415.5197,,,,,,,491.4208,551.1583,636.2908,
2473,,,,,,605.9007,659.9115,879.6245,,,752.8401,,,773.736,878.8462,731.6412,
2474,,,,,,,,,,,,,,678.093,,,
2475,,,,,,,785.8703,1082.7632,,341.6312,,389.2376,,895.0063,1007.2917,,
2476,,,,,,,,348.7127,,,469.4273,,,326.1654,,513.6967,
2477,,,,,,,,,,,277.8705,,,,552.4563,780.2075,
2485,,,,,,,,,,,289.3778,,,,,,
2489,,,,,,,,,,,,,,,1701.9234,,
2492,,,,,,617.7484,582.087,638.225,323.0724,,539.653,,,757.0301,508.419,620.5332,217.5546
2493,,,,,115.4101,,,,,,,,,,,,
2497,,,,235.58,,,,,,,,,,,,,
2498,,,,,,,,,,,684.9124,,,672.8772,,,
2499,,,,,,,,1015.4077,,,745.1772,531.5396,,1336.1655,1183.5832,,
2500,,,,,,469.2357,,,175.1273,,,542.1207,,778.4412,871.6457,1242.6212,
2501,,,,,,1524.7147,924.9779,1903.5631,,442.6038,932.4425,674.5234,,1492.1876,1854.1156,,
2503,,,,,,376.4141,318.2062,312.1248,,,,160.9989,,369.4462,277.6786,388.7649,
2504,244.635,,,,,,,,,,,,,,,,
2505,70122.414,6349.8325,757.8143,17135.3682,33553.887,,,,,,,,,,,,
2507,,,,,,,,237.1046,,,,,,257.9323,232.9835,261.8619,
2508,144.0897,,,,,,,,,,,,,,,,
2513,385.8855,,,,237.8014,,,,,,,,,,,,
2515,,,,,,,,,,,206.0569,,,,,,
2516,658.1631,,,,,,,,,,,,,,,,
2517,141975.97,20288.744,2594.9224,49313.326,81998.49,,,,,,,,,,,,
2518,3520.6868,404.0683,,856.0724,2055.6968,,,,,,,,,,,,
2519,,,,,,650.7717,,1234.3811,,,,,,522.8203,681.1185,,
2520,393.3737,,,,233.2861,,,,,,,,,,,,
2521,,,,,,,,1562.138,,,,,,,,543.3719,
2522,,,,,,,,3339.3383,5797.2565,,,,,,409.2042,,
2524,,,,,237.8174,1353.8158,,,,,,,,,,,
2525,,,,,,,,,,,,,,,,,
2527,,,,,,,,260.1622,,,,,,,,,
2528,,,,,,,,,325.4093,,,,,,,,
2530,180.3615,,,,113.3383,,,,,,,,,,,,
2532,3258.4546,,,535.7439,1564.0505,,,,,,,,,,,,
2533,95.9301,,,,65.6038,,,,,,,,,,,,
2537,,,,,,,,,,,,48.8461,,79.5758,,,
2538,,,,,,,,,478.9802,,,,,,,,
2542,,,,,,,508.752,,,,,,,,249.514,378.4535,
2543,,,,,,,,,,510.0513,661.7958,704.6574,,,,430.2139,
2546,899.1769,,,217.7213,586.9978,,,,,,,,,,,,
2547,,,,,,704.188,704.5687,,,,439.695,,,,,450.0928,
2550,,,,,172.7784,,,,,,,,,,,,
2551,,,,,,,,585.9471,,,,,,,,319.7881,
2552,,,,,,,,,,,158.1337,,,,,,
2553,,,,,,,396.2671,,,,198.515,,,226.9189,,,
2556,2200.0544,148.5083,,372.3805,1043.4854,,,,,,,,,,,,
2557,22201.63,1848.4492,,5351.4538,12152.778,,,,,,,,,,,,
2560,,856.2031,985.2123,,,,,,,,,,,,,,
2561,193.3703,,,,140.7898,,,,,,,,,,,,
2565,188115.5,23942.703,3059.1472,64930.6243,103090.42,,,,,,,,,,,,
2566,6445.446,,,1725.3136,3176.875,,,,,,,,,,,,
2567,,,,,,,197.9868,560.5738,572.9313,196.3946,258.2792,,787.4204,148.94,281.7287,368.2887,498.0601
2569,,,,,,369.4622,400.9241,617.8624,,,,,,824.2281,698.5706,806.4839,
2575,,,,,,,,,,,,,,,,,
2578,,,,,,,,,,,357.4684,422.7109,,,,,
2581,,,,,,800.8631,983.7152,757.6282,,526.7823,1249.405,614.5156,,1018.8828,1147.0115,618.3097,
2582,,,,,213.2143,,,,,,,,,,,,
2583,1261.8092,,,,,,,,,,,,,,,,
2586,105.8303,,,,,,,,,,,,,,,,
2588,43584.8,5437.666,686.3798,15238.368,23902.502,,,,,,,,,,,,
2589,,,,,,,345.9688,,,,,,,,,,
2590,1454.7871,98.5016,,395.8033,630.8358,,,,,,,,,,,,
2596,381,,,,,,,,,,,,,,,,
2598,7655.1167,537.6813,,1833.8434,4169.5625,,,,,,,,,,,,
2599,19714.828,1876.726,,5191.7604,9418.765,,,,,,,,,,,,
2601,,,,,,,,1797.5622,,,,,,,1840.3877,2144.1927,
2602,,,,,,,,109.7002,,,222.0969,,,155.9101,,83.2407,
2603,,,,,,,,1068.4677,,222.3018,,,,,,,
2610,,,,,,,,,,,,,,,,,
2613,,,,,,,,,,,,,,,,,
2616,445.576,,,,226.6515,,,,,,,,,,,,
2617,502.3097,,,139.5952,327.5787,,,,,,,,,,,,
2625,,,,,,,,,,,,,,,,,
2626,2043.9354,,,,935.5961,,,,,,,,,,,,
2627,1822.4794,,,,,,,,,,,,,,,,
2628,1959.4516,1514.6838,,1952.6482,2271.1964,,,,,,,,,,,,
2629,6736.3594,,,2475.5296,3677.89,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,
2631,,,,,,,,,,,,,,1404.7794,,,
2636,,,,,,,,,,,,,,,,,
2643,79.0762,,,,,,,,,,,,,516.1998,724.3933,706.5951,
2644,,,,,,,,,,,,,,,192.9818,,
2645,,,126.6052,,,,,,,,,244.197,,218.3411,,,
2648,,,,,,718.4675,,668.1736,,,,,,,,,
2650,6096.3887,,,,3211.3372,,,,,,,,,,,,
2651,,,,,,,324.4533,,,149.4793,,,,480.7294,,,
2652,,,,,,255.8707,,,,,,,,423.427,,505.9977,
2653,59098.695,6001.408,,16599.126,31863.697,,,,,,271.5911,,,213.3501,,,
2654,,,,,,208.4247,,199.5209,,,,,,,,132.5412,
2655,,,,,,,,,,,,,,,,,126.8612
2656,913.814,119.1227,,224.892,478.5481,,,,,,,,,,,,
2658,610.1067,,,125.9164,,,,,,,,,,,,,
2659,,582.9611,,653.0913,787.6873,,,,,,,,,,,,
2660,65901.24,7316.8027,,24513.4822,37031.883,,,,,,,,,,,,
2661,,,,,,,,,,,,,,,243.9076,,
2666,,116.1753,,,,,,,,,,,,,,,
2671,,,,,174.4306,,,,,,,,,,,,
2673,5013.709,,,1779.9694,2840.4463,,,,,,,,,,,,
2677,13759.862,1333.868,184.1512,4924.6247,7398.5967,,,,,,,,,,,,
2680,,,,,,,,,,,,,,,,885.1436,
2683,,,,,,,,,,,,,,,,269.7972,
2684,,,,,,543.2124,402.9486,499.6302,,,479.1288,,,,776.0852,786.7372,
2685,,,,,,409.951,349.7786,370.2346,,,297.8498,,,531.2006,477.5637,698.2522,
2691,,,,,,,,,,,,,,265.7275,,232.2878,
2692,972.9451,112.9673,,359.2743,569.4674,,,,,,,,,,,,
2696,1739.1056,160.6882,,605.4861,882.2753,,,,,,,,,,,,
2706,300.0917,41.4631,,,,,,,,,,,,,,,
2710,,,,,,771.5313,886.9024,,,469.66,,544.0806,,,725.5978,,
2711,,,,,,1716.0845,1940.3184,,,1102.0737,1416.7613,,,1531.8738,1512.8446,1542.6031,
2712,2376.729,,,1496.2656,2324.9202,,,,,,,,,,,,
2713,,,,116.0067,295.0222,,,,,,,,,,,,
2714,,,,,,,,,,,,,,,,,
2717,,,,,,,,,,,,126.3262,,347.1372,250.9028,335.2881,
2718,,,,,,,,307.3458,,,,121.6475,,211.0554,,,
2719,246.5791,,,,157.1738,,,,,,,,,,,,
2721,,,,,,139.2714,167.4578,,,,,67.7737,,,,,
2722,296088,30047.494,3623.6973,95348.494,156430.03,,,,,,,,,,,,
2724,341.7892,49.9064,,,185.9775,,,,,,,,,,,,
2731,198054.0941,7690.0597,7053.4084,2094.2199,29850.9991,,,,,,,,,,,,
2732,,,,,,,,,,,,,,,,,
2738,,,,,,,,,,260.8068,,,,,,,
2739,,,,,,470.8275,,,266.7237,,418.8914,407.6896,,391.5014,,,
2741,864.3042,,,,,,,,,,,,,,,,
2742,,,,,,,,,,,,,1210.9657,,,,
2744,,,,,,,,,,,682.2587,,,,812.9109,1415.4318,
2745,,,,,,,,803.3346,330.7265,264.3609,,177.5206,,,,,
2746,,,,,,,,217.0193,,,375.5038,,,,,555.6722,
2747,,,,,,516.7562,660.3519,760.8184,,,285.0627,,,919.0001,1079.5166,1096.7074,
2748,,,,,,,,,,,,119.1279,,,,252.0936,
2750,,,,,,,,,,,,,,,,172.3531,
2753,48486.2385,1823.1364,1682.6797,485.7316,6949.4838,,,,,,,,,,,,
2755,36683.77,2391.9192,,7457.4674,18242.455,,,,,,,,,,,,
2756,181.6963,,,,90.3163,,,,,,,,,,,,
2758,,,,,,,,,,,148.2433,,,,,,
2759,3605.2986,,,573.4516,2197.5925,,,,,,,,,,,,
2761,,,,,,166.9681,,,,,,,,107.5811,,,
2763,5581.324,191.5886,139.9898,,819.5279,,,,,,,,,,,,
2769,,,,,,,,369.9694,,,,422.5883,,,,,
2770,,,,,,,,,,,,409.0005,,,,,
2772,2996.8132,,,,,,,,,,,,,,,,
2774,,,,,,,,1350.5373,473.3198,,,,,,533.4257,1824.4029,
2775,,,,,,,,1118.7524,,,,,,,,,
2777,,,,,,,,736.9046,,,1008.2686,476.2406,,,672.0584,,
2782,24096.123,1615.9365,,4758.15,11838.555,,,,,,,,,,,,
2788,362897.25,32155.467,3151.2444,93183.9025,189525.86,,,,,,,,,,,,
2791,83100.12,12278.147,1519.3339,29396.2705,51757.152,,,,,,,,,,,,
2792,15673.872,,,,,,,,,,,,,,,,
2793,7585.1941,3350.8141,,5722.9809,8143.0331,,,,,,,,,,,,
2794,76027.7,10263.838,1332.2504,19603.5878,45952.406,,,,,,,,,,,,
2797,,,,,,,,,,,,,,,,,
2799,,,,,,,370.1438,,,,,,,,,,
2803,,,,,,,,,,,,,,,,,
2805,792.6724,,,201.6919,497.8246,,,,,,,,,,,,
2807,,,,,,,,245.17,,,,,,,,,
2808,,,,,,,,5862.9167,,,281.865,,,,,604.9096,
2810,82782.016,7668.43,690.9424,23831.381,44128.35,,,,,,,,,,,,
2812,,,,,,,,130.1461,,,,,,,,,
2813,,,,,,303.7272,1024.0669,454.7673,,263.7269,928.8185,346.0003,,272.5305,777.0181,,256.5584
2814,2274.4878,,,,,,,,,,,,,,,,
2815,6016.1313,,,,,,,,,,,,,,,,
2816,2541.8267,,154.2881,845.1859,,,,,,,,,,,,,
2817,17133.645,2339.5303,327.995,4829.1577,10558.421,,,,,,,,,,,,
2818,,,847.1318,,,,,,,,,,,,,,
2820,,,,,,,,139.4815,,,,,,,,,
2821,,,,,,,,,,,,,,,,238.7099,
2822,,,,,,328.6044,,350.8303,,,426.3967,442.5761,,698.8732,429.8362,879.2384,
2825,,,,,,,,103.5365,,,,96.3156,,,,76.5717,
2826,,,,,,,,,,,,,,,,,
2828,28029.373,4001.8467,507.3694,9947.7542,17829.408,,,,,,,,,,,,
2829,4019.0381,2209.9341,,3332.5155,4543.9791,,,,,,,,,,,,
2830,213.1142,,,,,,,,,,,,,,,,
2831,,,,,,,,,,,,,,,799.7863,,
2833,371.7985,,,,,,,,,,,,,,,,
2836,2504.3545,,,730.2516,1467.2974,,,,,,,,,,,,
2837,,,,,,,157.9375,,,,,,,,,,
2839,766.0102,,,104.9794,749.6321,,,,,,,,,,,,
2843,,,185.9204,,,,,,,,,,,,,,
2845,759.0002,,,,,,,,,,,,,,,,
2846,5473.237,765.406,108.4619,1822.4354,3306.1436,,,,,,,,,,,,
2847,634.5412,373.581,,613.5416,787.6797,,,,,,,,,,,,
2848,2186.512,280.3443,,750.4091,1105.5302,,,,,,,,,,,,
2850,,,,,,,121.2835,,,,,,,,,,
2851,563.5747,79.7739,,195.228,334.8936,,,,,,,,,,,,
2854,,,,,,,,,,,305.4246,,,,,,
2855,,,,,,,,,,,1175.4325,,,835.7268,,,
2857,485.8246,355.9144,,528.5145,694.9994,,,,,,,,,,,,
2858,394.1925,,,259.2337,312.7573,,,,,,,,,,,,
2860,,,436.6433,,,,,,,,,,,,,,
2862,1072.0889,,,184.7842,,,,,,,,,,,,,
2864,2012.3147,197.8298,,,1012.3917,,,,,,,,,,,,
2868,,,,,,,1436.479,579.3829,,,1495.3141,,,,1427.1639,1403.0633,
2869,,,,,,,,,,,,,,200.4309,,,
2870,1097.1989,,,,,,,,,,,,,,,,
2872,,,,,,,,,,,,,,,,,678.3939
2873,,374.7659,,,,,,,,,,,,,,,
2874,,,,,,,,,,,332.9504,284.3733,,,,,
2875,,,,,,,,,,,,,,,,,
2876,,,10855.4614,,,,,,,,,,,,,,
2877,,,,,,,77.7147,,,,,,,,,,
2878,212.5528,,,,151.274,,,,,,,,,,,,
2879,2614.9506,,,1207.5014,1883.5804,,,,,,,,,,,,
2882,292.3205,,,62.6009,,,,,,,,,,,,,
2883,,,,,,,,,164.5104,,,,,,,,
2886,,,,,281.6758,,,,,,,,,,,,
2888,47848.51,5915.73,595.0774,16482.2764,28990.062,,,,,,,,,,,,
2890,,,,,,374.6214,414.2009,470.4955,142.0568,,347.713,276.3793,,,355.5082,435.4445,
2892,105.6508,,,,,,,,,,,,,,,,
2893,98927.4166,15161.0566,,32697.5906,58072.7966,,,,,,,,,,,,
2894,,,,,,,,,,,,,,1149.7503,,,
2895,,,,,,854.2342,907.5043,1089.6762,403.0158,,,,,1404.0631,,1403.247,
2896,,,,,,525.2211,574.1488,629.7948,,353.7122,,539.4849,,,881.8843,,
2899,1940.0797,,,,,,,,,,,,,,,,
2900,1301.84,,,,,,,,,,,,,,,,
2901,49350.027,4803.366,,10313.0428,28619.848,,,,,,,,,,,,
2902,212.8325,,,,,,,,,,,,,,,,
2906,,,338.2096,,,,,,,,,,,,,,
2907,69575.87,8488.958,910.1459,24403.0938,39001.496,,,,,,,,,,,,
2910,,,,,,,46.3946,,,,,,,,,,
2911,,,,,,,50.7621,,,,,,,76.3873,73.4268,115.6695,
2912,,,,,,,,,,,,,,,,,
2913,,,,,89.998,,,,,,,,,,,,
2914,,,,,,,,,,,,,,,,,
2917,2994.751,319.9832,,1023.8942,1769.8458,,,,,,,,,,,,
2918,14120.036,1528.7772,185.0799,4851.1066,7758.9155,,,,,,,,,,,,
2920,,,,,,,,,,,,,,,,749.8259,
2922,1932.6661,,,700.4625,1216.4823,,,,,,,,,,,,
2924,6112.464,,,,3280.6494,349.9871,424.477,522.9895,,,,411.4765,,434.6372,519.5358,,
2925,,,,,,650.5005,789.0103,910.8637,,,827.0026,624.3489,,875.6321,1051.665,1171.4591,
2926,,,,,,,,1012.4642,,,485.5823,,,639.1297,,,
2927,,,,,,748.7449,981.1914,,,397.5072,,,,,1092.5305,1342.8976,
2928,,,,,,314.0344,,,,,236.1701,,,389.8799,,,
2929,,,,,,,,,,,,,,,,,
2934,2056.072,202.2658,,612.3044,992.2049,,,,,,,,,,,,
2938,,,,,,,,,,,,,,90.7849,,137.0007,
2940,,,,,,,,,,,,,,77.2942,,,
2941,,,,,,,474.2753,,,,3895.6081,1368.563,,,1417.5913,3877.9559,
2944,1504.3215,,,,,,,,,,,,,,,,
2951,741.5735,,,,,,,,,,,,,,,,
2954,,,,,,,,,,,356.486,,,297.679,,589.8286,
2955,,,,,,235.0756,264.4863,,,,,242.2599,,362.6725,274.052,476.7692,
2956,,,,,,672.7493,647.706,643.6141,,,323.3431,,,898.9898,949.0439,,
2960,562.4998,,,,252.6156,,,,,,,,,,,,
2961,3454.0592,667.7684,,868.8241,2295.5011,,,,,,,,,,,,
2962,717.7703,,,,,,,,,,,,,,,,
2969,735.5672,124.5961,,171.6733,394.1541,,,,,,,,,,,,
2970,19868.1976,,,3899.9228,11075.8306,,,,,,,,,,,,
2971,249.2072,,,,,,,,,,,,,,,,
2973,1052.6068,,,,492.591,,,,,,,,,,,,
2976,,,,,,,499.6867,,,,,,,,,,
2978,2426.415,,,,1429.1846,,,,,,,,,,,,
2979,2159.616,217.611,,,,,,,,,,,,,,,
2980,161.7916,,,,,,,,,,,,,,,,
2981,,,,,,,616.7595,463.1701,,,359.7083,,,652.7405,,,
2984,,,182.7559,,175.3354,,,,,,,,,,,,
2986,,,,,142.8973,,,,,,,,,,,,
2987,213.2993,,,,120.3808,,,,,,,,,,,,
2989,1213.1572,213.5897,,,791.6042,,,,,,,,,,,,
2990,460.9822,,,,189.5024,,,,,,,,,,,,
2991,,,,,,157.0301,,215.0741,,,,,,,,,
2993,3709.3819,,,,2029.116,,,,,,,,,,,,
2994,777.9102,,,,,,,,,,,,,,,,
2995,,,,,,55.1141,,,,,,,,,,,
2996,,79.4918,,198.7911,290.5713,,,,,,,,,,,,
3000,1406.7352,,,,766.5793,,,,,,,,,,,,
3002,3865.5789,,,,1937.9312,,,,,,,,,,,,
3004,1926.6897,,,,989.9014,,,,,,,,,,,,
3011,459.5256,,,103.6778,247.6438,,,,,,,,,,,,
3012,,,,,,,,,,,,,,4385.8454,69.9974,,
3016,,,,,,,,,,,,,,,,292.1411,
3017,56.1281,,,,,,,,,,,,,,,,
3018,5652.5396,,,,2972.3232,,,,,,,,,,,,
3019,234.1352,,,,,,,,,,,,,,,,
3028,,,,,,,935.6446,,,,1222.9982,437.8697,,,743.5265,489.7776,
3030,,137.0661,,100.4222,,,,,,,,,,,,,
3031,,,1019.4804,,,,,,,,,,,,,,
3035,569.926,,,,,,,,,,,,,,,,
3039,,,90.2062,,,2302.8255,2640.5707,3180.2335,724.9535,877.9535,1580.964,1056.9276,156.9693,3460.645,3625.9506,4620.6305,549.6706
3041,40363.438,1580.7753,,8992.0373,16777.082,,,,,,,,,,,,
3042,330.7166,,,,155.7401,,,,,,,,,,,,
3043,,,,,,,,,,,,135.3482,,366.3719,305.7858,275.899,
3044,,,,,,,,356.2834,,,,,,,,749.1895,
3045,,,,,,548.6361,864.7666,738.9277,,,,537.6974,,539.4786,483.7586,701.6235,
3048,365.5449,,,,181.5307,,,,,,,,,,,,
3051,,,,,,2540.8642,2572.8068,2704.701,,,,,,,,,
3053,353.5048,137.3431,182.9191,263.3678,206.5766,,,289.7734,,,,,378.7162,,,,286.8433
3055,,,,,,,3288.9111,2074.0256,457.7508,806.966,2893.0855,1401.4862,,,2506.047,3090.7229,
3057,,,,,,,,1310.025,5475.7657,,,,,,,,
3058,,,,,,426.889,424.6741,,473.4394,,,,,,,529.1398,297.8515
3061,,181.114,212.7282,,,,,,,,,,,,,,
3063,,,9.5308,,,,,312.1647,,73.4284,132.0966,77.7246,,337.6264,364.3056,490.814,
3065,,,,,,,,,,,,,,,,,
3066,1124.9053,,,,,,,,,,,,,,,,
3069,,,,,,179.197,,,,,,,,,,,
3070,158.0547,,,,,,,,,,,,,,,,
3074,,,,,,,,85.1883,91.1145,,,,,,,,
3077,,,,,,,,,,,,,,,,,
3078,,,,,,,,,,,2127.451,1861.2737,,1627.1846,,1806.0322,
3079,,,,,,2494.0516,2804.6591,3360.771,713.6752,883.6118,1547.2952,1105.958,,3669.3844,3531.8135,4898.2975,579.3807
3080,,,,,,,,,,,,,,,,,
3082,14224.933,521.1237,,3044.4789,5600.9893,,,,,,,,,,,,
3083,,,,,,,,,,,,,,,,,
3084,,,,,,596.9061,,,,449.3904,,522.9447,,,,,
3086,,,,,,,,,,,,442.2657,,745.2475,,,
3087,,,,,,947.3444,1129.6508,,,,,,,,,699.1699,
3089,,,,,,,326.3323,518.3947,,,,,,,,1310.0484,
3090,,,,,,,,,,,,,,,,,
3094,,,220.4488,,,,,,,,,,,,,,
3095,,,,,,,,,,,,309.7475,,,,,
3096,,,,,,1249.2143,1232.3901,1172.4511,,,,,,,,1755.26,
3097,214023.62,18980.9,,54869.6368,102794.9,,,,,,,,,,,,
3104,,,,,,730.2023,855.4708,1032.1191,237.9228,272.1738,525.3497,361.0855,,1144.8638,1176.9233,1630.441,163.79
