Feature ID,BlankSub Mean 45_T,BlankSub Mean 46_T,BlankSub Mean 47_T,BlankSub Mean 48_T,BlankSub Mean 49_T,BlankSub Mean 50_T,BlankSub Mean 51_T,BlankSub Mean 52_T,BlankSub Mean 53_T,BlankSub Mean 54_T,BlankSub Mean 55_T,BlankSub Mean 56_T,BlankSub Mean 57_T,BlankSub Mean 58_T,BlankSub Mean 59_T,BlankSub Mean 60_T
29,1794370.667,,,,,,,,,,,,,,,
901,525931.6667,,405822,184044.3333,887682.6667,1198259,1315322,601069.6667,904613.6667,749859,818695.6667,673236.3333,943909,983231.6667,1034789,665620.6667
4626,,,,,23902.6667,32486.3333,65204.3333,25567.5,31122.6667,39286.5,27259,33980.5,34863.5,31505,34708,
4455,24243.5,,,,53156.6667,49819,69304.6667,57798.6667,17924,,,,28608.5,23028,22147.3333,38465
1333,,,,,110165.6667,82195.6667,,,313036.3333,,,,,,,
1814,57299.6667,61869,44329,83809,139943.3333,56238,209680.3333,181106,75842,27299.5,59619.6667,63855.3333,129582,51682,161542.3333,123359
4601,83632.6667,38588.3333,76320,56337.3333,117836.6667,84930.6667,107995,80758,93353.3333,98346.6667,83788,73733,72986.3333,84403.3333,81355.3333,86838.3333
4511,60216,64992.6667,42337,29862,96401.3333,91881.3333,104563.6667,71510,72903.6667,67510.3333,70178.6667,67385.3333,121855,72560.6667,72657.3333,67364.6667
3980,85400.6667,,,37761.6667,120661.6667,108341.3333,102689,85509.6667,98498.6667,80208.3333,94787,87768.3333,99537.3333,84224.6667,101831.3333,79212.6667
3317,423167.6667,,261996.3333,171292.3333,487248.6667,389379.3333,401965,397541,513307,457096,550954.3333,500935.3333,519487.6667,415332,456363,465164.3333
1503,131657,143663,70912.6667,95718.6667,160102,196384,170039.6667,176408.6667,209573.3333,195086,205604.6667,200431.6667,146787.6667,265155,135336.6667,190562.6667
1009,483498,,339080,,498285.3333,622984,679954,394998.3333,699294.3333,555504.6667,590368,438416.6667,607892,624887,549068.3333,512401
3077,,,851826,,1326123.333,1595136.333,1835844.667,1011541.667,1479719,1261001.333,1240629,1054272.333,1568432.333,1344334,951922.6667,1117152.333
3252,,,224290,,437191,584890.3333,419370.6667,431742,459883.6667,488824,518558,554045.3333,185060.3333,649643,308283.6667,454354.6667
4353,60946.5,,,,96599.3333,123060.6667,122952.6667,91819,70893,76726,78137.6667,71566.3333,77617.5,75584.6667,74515.6667,72300
4981,64674,,,,95082,124812.3333,117171,91819,64181.6667,58804.3333,77620.3333,70755.6667,32054,74609,74207.6667,68956.3333
1951,84975,,,,98887.6667,118098,122506.6667,88530.6667,90173,84707.6667,106316,78205.3333,114331.6667,102517,98418,101141.3333
3406,,,,,377669,,142512,254910.3333,,,143291,,38920.3333,,62863,71859
3701,122826.6667,,80584,47884.6667,153238.3333,151043.6667,158027.6667,121488.6667,151915.3333,97634,95584,133111.3333,84784.6667,54203,62954,89302.6667
4026,96579,,63400.3333,46698,150579,153033.3333,171310.3333,112611.6667,151627.3333,95770.6667,94750.6667,132877.3333,90550.6667,58207.3333,73215,89640.3333
1189,388318.3333,,335034.6667,208220,703298,643483.3333,570835.3333,458118,542561,486629.3333,576486.6667,578363.6667,517366.6667,625935.3333,561849.6667,720060.3333
3344,276106.3333,258105,177077.6667,549792.3333,253998.3333,312776.6667,142751,146826.6667,24307.5,,,31666.5,,36326,41126.5,42340.5
402,,,89010.5,85727.1667,,,,,,,,,,,,
804,1831457,1404214,1740148.333,1698238.333,1754587.333,1938869.667,1867785.667,1670296.333,2043329,1921208.667,1992484,1820613.667,1829808.667,1973824,2129472.667,1884459
3405,237434,,,51415,500547,337242,426102,217428.6667,247111.3333,200172,155085.6667,106025.3333,349811,194406,,184014.6667
1095,781219,786196.3333,884821.3333,789599.6667,815869.3333,849845.3333,934402.6667,845170,800407.6667,635735,812842.3333,794565.6667,741776.3333,665940.6667,788411.6667,768354.6667
1580,773080.3333,786601.6667,884767,787937,815869.3333,849845.3333,934402.6667,845170,800407.6667,635735,812842.3333,794565.6667,741776.3333,665940.6667,788524,768354.6667
1405,772747.6667,784918,884767,787937,815869.3333,849845.3333,934402.6667,845170,800407.6667,635735,812842.3333,794565.6667,741776.3333,665940.6667,787946.6667,768354.6667
4130,91869.6667,,,36310.5,121114.6667,153965.3333,138870,100625.6667,88981.6667,77554.6667,90653,77177,,104122.6667,102144,85389
2796,29179809,,19846475.67,12546475.67,40779809,50679809,54913142.33,30207929.67,39746475.67,34646475.67,36479809,34379809,34613142.33,41479809,40013142.33,30746475.67
762,1373797.333,,,594651.3333,1928269,2468554.333,2550945.333,1459876.667,2147439,1808441,2019004.333,1909316.667,1928513,2223784.667,2172558.333,1691483.667
3994,66956.3333,,65119,,73512,83512,121169.3333,72493.3333,79109,117373.3333,101804,85143,72916,65395,84125,60535.6667
4894,58786,,63037.5,,73635.6667,89128.3333,75617.6667,69176.3333,82707,117433.3333,110629.6667,72109.3333,80345.3333,68647,83380,77073
2867,,,,,,,,,39766473.67,34599807,36466473.67,34599807,,41499807,,31449807
2633,29212405,,19912405,12579071.67,40945738.33,50845738.33,55045738.33,30342383,39845738.33,34679071.67,36545738.33,34479071.67,34679071.67,41645738.33,40112405,30779071.67
1890,132580,35929,,42638.5,33233,146300.3333,,30844.6667,42699.3333,18708,,57076.6667,38242.5,,,
1856,146088.6667,35929,,42638.5,36996,92326.3333,,29345,42699.3333,18708,,57076.6667,38242.5,,,
1204,219330.6667,235416.3333,512806.3333,95530.6667,227536,327206.6667,412812.6667,229073.6667,224059.3333,150942,397247.6667,111894.3333,264159.3333,200473.3333,331786.6667,204543.6667
2747,62462,,65018.6667,42996.6667,173046.6667,165682,175527.3333,102038,63560.6667,61064,67188.3333,76205,111596.6667,72721.6667,109988.3333,94573.6667
2759,73219.6666,,62452.6666,63784.3333,150310,187582,154037.3333,107844.3333,100801.6666,78209.6666,70338,99554.6666,75231.3333,44186.3333,68375.3333,76142.3333
4542,36644,,28523.5,,46735.3333,57000.6667,55509.3333,47708,25823,,24955,26929.6667,25553.5,30254,29873.3333,26142
2901,54371,42514.6667,32269,32633,26197.3333,34876.6667,25453.5,,29343,26987.6667,26336.3333,23595.6667,27252,24579,27016,
997,,,,,740191.6667,,100007,,,,50025,65352,,,,28066
4950,,,,,45940.6667,,,,,,,,,,,
4076,73957,,65147.5,,85039.3333,100620.3333,113311.3333,52681,83737.3333,69619,104102.6667,107185,107250.3333,103498.6667,110800,57015
4328,66423,55682,44647,100985.3333,62823,62703.6667,62342,59761.6667,38472,36813,42849.6667,42648.3333,,56121.5,33196,44016
3773,111665,,80684,,114221.6667,147446.6667,170121.6667,81046,120690,109259.3333,120775.3333,107185,121895.3333,132644,140176.3333,82463
1318,,,79194,,93826.6667,244415.6667,447198.3333,236152.6667,86971.6667,53202.6667,,224568.3333,99913.3333,88310,87642.3333,152057.6667
5358,,,,,,,38605.3333,18378.5,,,,,,,,
5016,,,,,51169.3333,56929.6667,49694.6667,46062,,,40583.3333,43186.6667,,40751.5,39934.3333,36952
3594,199701,,,28412.6667,40249.6667,113479,,43426.6667,,,,16382.6667,,,,
3629,184171,,,28001,40337.6667,105170.3333,,40808.3333,,,,17304.3333,,,,
3741,,,,,,,22058.3333,34394.5,102835,143495.3333,24603,22291,185192,122517.6667,,75686.6667
887,661970.3333,,,199761,958446.3333,1175983.333,1254141.333,855247.6667,1038232,850357.3333,1008997,785647.3333,1016098.667,895048.3333,1065477.333,749443
3558,126302.6667,139716,123663.3333,105509.3333,293169.6667,229218,296088.6667,236565.3333,150201.3333,129603.6667,,89182.6667,205495,124494,91791.6667,187087.3333
86,416335.8333,,136669.5,,368196.8333,471606.8333,467931.1667,266082.5,713879.8333,537326.1667,406192.8333,367315.5,1202573.833,666890.8333,337551.1667,600191.8333
254,116571.1667,79781.8333,,,88039.5,143178.1667,129199.1667,108300.8333,222209.1667,153514.1667,125791.1667,123928.5,248530.5,189830.8333,88774.1667,182137.5
1133,,,,,,,,,,,693705.3333,523558.3333,,,,
2593,124941.8333,123926.8333,130193.5,,194058.8333,237060.5,321342.8333,202811.1667,434122.8333,366103.8333,306186.1667,288820.5,303297.8333,353959.5,299917.8333,298991.1667
228,84886.3333,,16647.3333,54712.6667,107353.6667,80767.3333,100957.6667,43973.3333,157882.3333,184320.6667,207451.6667,75040.3333,217207.6667,155314.3333,165169,206133.3333
3297,43548,,,,50975.3333,,618340.3333,297080.3333,100851,63471.6667,39677.3333,21896.6667,72526.5,100914.3333,102675.6667,
1425,265033.6667,39438,34752,,90581.5,126240,,35766,,,,28428.5,,,,
523,,34983,,,,,,28980.8333,,,,,,,,
265,,,31967.5,20781.1667,,,,,,,,84524.1667,,,,
1024,382727.5,,265296,,420719.6667,503218.3333,549267.3333,348919.3333,585079,459857,505312.3333,431179.6667,568798.6667,580349.3333,461637,512470
3750,84250,,124001,52144,,71640.3333,101949.6667,85755,,,,,27138.5,,,44623
793,1492771.333,,1296934.667,2024671.667,2192072,1294443,1627999.667,1865550.667,946905.3333,535605.6667,995248,1183563.333,908643.6667,802253.3333,1307809.333,1095944.667
390,291001.6667,168765.6667,143197,110650.3333,197896.6667,293087.3333,243184,185142,166697.3333,139771.6667,174122,189271.3333,129264.6667,187779.6667,192984.3333,141336.6667
476,106377.8333,116099.5,7660.8333,,85491.1667,161262.1667,150930.5,118313.8333,88675.8333,96286.1667,59210.8333,41956.5,110701.5,126826.8333,83433.5,13586.8333
1010,507486,,398263,250316,585643.6667,593126,666822,495940,763388,627437.3333,629679,629801.6667,749667,687719.3333,571761,585557
259,276759.8333,224333.8333,150138.8333,114873.5,334501.5,411560.8333,375996.5,287641.5,275805.8333,218596.5,228256.1667,313262.5,330618.1667,317098.8333,375843.8333,193657.5
39,2216681.5,,,541738.5,2529093.5,3789086.5,3776094.167,2046759.167,2909815.167,2479738.833,2157362.167,1821264.167,2761366.167,3256539.167,2554539.833,1489780.833
239,2215179.833,,,543371.5,2527195.833,3761529.833,3754821.167,2044256.5,2848690.5,2464783.5,2196752.167,1831242.5,2781792.833,3239799.167,2543104.5,1484256.167
5281,44453.5,,,,,,,,,,,,,,,
3672,,,,56134.6667,36232,37066.6667,215258,50748.6667,28827.6667,,35299.6667,,117924.3333,20679.5,64068.6667,212344.3333
5317,,,,,19044,,,,,,,,,,,42773
4487,,,,,23752,18562.6667,21232.3333,25472,,,,,,,,91938
4850,,,,,20350.3333,15724.6667,17359.3333,25472,,,,,,,,69308.3333
2895,,,,,,,,,6233,8360,,,,6407.3334,,
3001,4730399.667,6916951,3738965,11886182.67,3365636,6952762,185307.3333,683179.5,,,,,,,,
36,1917567.167,,,780456.1667,3087216.167,4067112.5,4436457.167,2423604.833,3415709.167,2814065.167,3352470.167,3062758.5,3120405.167,3984340.167,3439062.167,2602860.833
3202,382262,,298882.3333,203068.3333,646699,788685.6667,781565.3333,470048.6667,564377.3333,512223.3333,577478.3333,540807,506541.6667,638007,550600,486439
911,580570,,433417,235542.3333,886265.3333,1045266,1131101,767764,1067920,871947.6667,925474.6667,774025.6667,1024217,909074.3333,985183,745732.3333
799,939451,,,454763.3333,1278802.667,1546512.333,1347379,1257270,805313,616871.6667,1030498.667,1140423.333,757465.3333,815605.3333,1200712.333,747003.3333
4256,79774,,31787,,60043,125497,102748,85745.3333,34562.6667,,,68612.6667,40679.3333,38111,47485.3333,27137
1287,37734.5,,96531,90971.3333,391393,201362,419641.6667,176043.3333,,59331,224191.6667,218108,,166782.5,263107.3333,279020
3228,345998.5,553041.5,287341,896559.3333,251782.6667,546133.5,,,,,,,,,,
3269,58515,,433992.5,,770018,390586,539760.6667,381149.6667,492793.3333,291275.3333,381916.3333,223880.6667,,338361,254379,508275.6667
3213,54879,,596081.5,,1065995,608822.3333,810387.3333,573902.3333,815529,501100,628007.3333,319853,,550710.3333,406002,846986.3333
658,46766,,,,76927.6667,55169,201348.6667,116236.5,1099451,671898.6667,288890.6667,104674.3333,22750000,,,
240,44692.25,,,,71704.25,54246.9167,64435.25,54941.25,121362.25,263196.25,78894.5833,90156.25,,207705.5833,,123600.75
4811,21035.5,,,,47417,60947.6667,41238.3333,49085.5,23552.3333,22227,22067.6667,19440,44104,25175.5,31890,41011
864,523446,,,170752.3333,964262.6667,1428675,1418752.333,727238,892253.3333,740197,802982.3333,731924.6667,1180399.667,1065321.333,1051800.667,764863.3333
4058,102390.3333,,,,,68740.6667,,46324,,,,,,,,
4826,28156.5,,,,,25019.6667,26920.6667,18843.5,,,,,,21511.5,20600.3333,
536,72331.6667,33353,,,19988,,14984,48708.6667,,,,,,,,
4427,72347.6667,62426,33434,45498,78399,84271.3333,84859.3333,80056.3333,66560.6667,64010,39899.6667,71673.3333,78182,83774.6667,,54231.6667
4558,63392,,,,94387.3333,60606.6667,58964.6667,65949.6667,99489,85886,109690.3333,97167.6667,85784.6667,75206.3333,83558,87945
1491,140287.6667,,167397.3333,,155353.6667,218909,252299,111537.6667,191729,164965.6667,167674.3333,101186.6667,141524,176801.3333,190708.3333,129260
975,418584,,,99705.6667,651123.6667,801517.3333,919518.3333,553171.3333,802238.6667,662654.6667,701287.6667,503536.6667,651617.6667,733416.3333,733474.6667,605553.6667
1896,122722.6667,135984.3333,100270.6667,65754,97714.6667,94343,118661.6667,75139.6667,68243,70723.3333,71665,66225.6667,74964.3333,67662.3333,86465,72051.3333
3818,82551.5,,61836.5,,96205.3333,111956,149414,78859.6667,135650.6667,115784.3333,104146.3333,86682,132175.3333,116611,83053.3333,99072.3333
856,233122.3333,,227669.5,,937245.6667,442954,1001816.667,474453.6667,397493,382093,426158.6667,,430467,328080,358357,1608811
342,311372.3333,303917.5,333901,222752.3333,275741,372311,259936.6667,234058,208834,127078,269936,178643.6667,,187770.3333,217635,168750.5
1275,321393.6667,,186170.3333,116140.3333,450407.3333,295584.3333,282556.6667,284392,416806.6667,346233.6667,452935,394237.3333,457080,322564.3333,352712.6667,411623.6667
1218,494002.3333,449157.3333,467571,551428,401812.6667,504935.6667,210569,269969.3333,323194,137336.6667,335505.6667,489531.3333,369177,304131.3333,283034.6667,237363.6667
3052,2714091.667,,2185179,1922409.333,3303232,3168069.333,2832359.333,2266044.333,3528434.333,3078574.333,3373927.333,3032126,2610401.667,3034762,2826253.667,3114047.333
4232,2714103.333,,2185179,1922409.333,3303232,3168069.333,2828770.667,,3528434.333,3078736.333,3373927.333,3032126,2610479,3034762,2826253.667,3114047.333
4545,55325.5,,,,63997,69802,64600.3333,51930.3333,75603,69484.6667,68081,63439.6667,33812.5,64613,55625.6667,52989.6667
290,206230.1667,180435.1667,134399.5,137163.5,224794.5,286218.8333,188767.1667,227788.1667,97337.1667,83937.5,65346.8333,93277.1667,89707.1667,101091.5,74336.8333,86313.8333
1447,261168,267071,288586.6667,267741,254077.6667,300811,309165.6667,269543.6667,259324.3333,208884,253162,250221.3333,227260.3333,225702.3333,251436,241128.3333
1792,79946.3333,,,27000,131463.3333,177749.6667,195572.3333,100739.6667,139624.3333,115817.3333,128182.3333,105385,146911.3333,152912.6667,153977,93720.3333
1767,115409.3333,,78665,52726.3333,158019.6667,201231.3333,201939.6667,121122.6667,174841.3333,155578.6667,166508.6667,158267.3333,178476.3333,191386.3333,178721,140446.3333
2641,1881996.167,,,555191.1667,3322296.167,4362014.5,4722152.167,2124185.833,2624855.833,2154076.5,2329105.833,1930277.167,2755362.167,2816100.5,3043485.833,1883156.167
5454,29151.5,,,,25014,73717.3333,29369.3333,47548,,,31343,30034.5,43914,48734,48130.3333,
5322,39970,,,,31919.3333,73709,51642.6667,46352.6667,,,31385,35168.5,43894.5,49310,48292.6667,
4170,63635,,50178.6667,33228.3333,86314.3333,70415.6667,77453,75525.6667,120596.6667,95562.6667,120205,102195.6667,102782.6667,91049.6667,102660.3333,114524.6667
1103,531123.3333,455008.6667,517316,531652.3333,566284.6667,613980.3333,594206.3333,530207,775140,654605.6667,701534.3333,637330.6667,631207.3333,660580,695843.6667,585768.6667
4685,44940.6667,,34421.6667,20715.5,49329,36495.3333,49028,48446.6667,27401.3333,23427,21673,18486.5,26743,22262,23339.5,21532.6667
70,,,108455.8333,81304.5,,,,,,,87384.1667,,,,,
1676,156033.6667,177362,102617.3333,161997,198283.6667,243692,222662,193511,129599.6667,121808.3333,192010,193283.3333,33827.5,191566,134232,131100.3333
3367,,,,,284357,362906.6667,467984,210239.6667,332997,279332.6667,326551,178262.6667,255393,271766.3333,272570.6667,188114.3333
3590,112639.6667,,74485.6667,,152730.6667,182587,232857.3333,111311,133027.6667,176908.6667,210376.6667,159240.3333,201029,139707.3333,144612.3333,93159.3333
3678,95628.3333,,62094.6667,,143122,164009,211488.6667,99863,139727.3333,116535,108267,75010.3333,123878,145537,136637.6667,85068.3333
3106,1228362.333,,723468.6667,1031352.333,1571922.333,1853684.667,1572020.333,1520621.333,900107,851447,1092359.333,1090166.667,249539.6667,1205536.333,821284,881073.3333
382,195660,148894.6667,190478.3333,176498.6667,185997,198820.6667,264775.3333,230428,274647.3333,204573,231767.6667,223450.6667,207876.6667,215957,223336.3333,248662.6667
1213,,,,,181850.6667,,609200.6667,415929.3333,201946,,,,,284230.3333,217036,
2848,42065.6667,18135,15335.6667,8762.6667,28627.6667,34539.6667,64604.6667,22815.3333,10798.6667,11164.3333,16441.6667,19631.3333,6418,14728.6667,16439.3333,10047.3333
4695,26478.6667,,72853.3333,57707,41862.3333,23499,29089.6667,28966,63889.3333,75589.3333,85172.6667,18965,56475,43924.3333,68822,66890
4638,46348,,,,33282.3333,,72709,39665.5,,,,,,,,
3263,55514.6667,,80593,337203.3333,210232,159332,779936.6667,198481.6667,258169.3333,132053.3333,247704.3333,94294,759881,201164.3333,387578,252681
2014,71778,,43267,,69706.6667,83453,85170.3333,61781.3333,114404,79413.6667,74789,79090.6667,193223,103161.3333,72485,95134.3333
1080,285431.6667,,254423,140913.5,275457.6667,366931,375557.6667,296091,328706.6667,257109,335296,324971.6667,473489.3333,246330.6667,204816,354446
1148,398111,,253548.6667,140907.5,272280,275719.6667,364880.6667,291708.6667,499176,241933.3333,304326,241291.6667,527509,258163.6667,166163.3333,372110.6667
420,59427.6667,46242.6667,54274,16698.6667,98303.6667,105418.3333,175199,97378.6667,183260.3333,180234.3333,178620,131715,165071,169517.3333,157836.3333,162168.6667
221,,,,,,,,,136312.6667,129586.3333,,,,,,
3921,,,,,72469,,127812.6667,139195,53269.3333,,30416.3333,,,,39855,
1562,208837,41582,37634,50101.3333,59902,162425,,40713.3333,,,,43814.3333,,,,
721,,,,129901,2106131,2711005.333,2368847.333,2386527,2644070.667,2578122.667,2708483,2755010.333,,3497050,1778432,2391958
696,,,,,3501425.667,4231714,4467830,2993676.667,5062026.667,4058379.667,4251708.667,3699802.333,4911944,4652245.667,3516250.667,3850246.667
438,222675,100085.6667,33732,140872.3333,33296,275570.6667,40819.3333,154375.3333,193279.6667,51961.6667,,,135464.3333,,,105996
362,157315.8333,150522,121060.1667,84803.8333,331682.1667,286829.8333,324291.8333,91086.8333,352705.8333,276386.8333,229475.1667,212728.1667,216134.1667,260674.8333,322993.5,209914.1667
267,240897.3333,,30057,93570.3333,335361,181755.6667,,169184.6667,344053,278802.3333,,281818,143536.3333,,306513,
470,,179528.3333,,136206.3333,223732,207978,232039,156736,182057.3333,182021.6667,177873.6667,,139197.3333,132228.3333,206819,216091.3333
5032,39217.5,,,,,,,,,,,,,,,
5296,33619,,,,,,,26902.5,,,,,,,,
2943,,,,,,,,,7396,,,,,,,
4589,,,,,,,,58439.5,,,22093,,,,,
3385,457083,,416404,464302.6667,524692.6667,614356,387958.3333,350689.6667,377790,190726.3333,302259.3333,220429.6667,311555.3333,272166.3333,219516.3333,217410.3333
4890,,,,,21985,20436.6667,,24721,65524.6667,,,,,,,
326,226619.5833,,172276.5833,135998.5833,328997.25,345053.5833,331103.25,225154.9167,259972.9167,246377.5833,296301.5833,244375.5833,126076.25,328990.9167,241949.25,199084.5833
1,35329654.83,,25129654.83,19162988.17,46362988.17,54829654.83,56396321.5,35144318.5,47929654.83,42896321.5,46796321.5,46096321.5,43496321.5,50962988.17,50162988.17,41596321.5
1674,70683,,78397.5,41063.6667,101847.6667,137889.3333,159998,92257,137556.6667,115455.6667,105204.5,91809.6667,187681,158211,108036,110845
2639,2683105.5,,2243708.5,1896657.167,3505013.167,3721568.5,3759013.833,2652490.833,3538448.5,3231757.5,3487708.167,3405880.167,3233739.833,3578761.833,3660816.833,3245513.833
2668,2691958.167,,2244463.167,1903820.5,3503971.5,3734999.833,3763893.833,2653021.833,3539354.167,3234234.833,3492156.167,3414258.5,3234843.833,3580388.833,3661789.833,3246160.5
170,3541233,,3392942.333,668186.3333,1547550,2688716.667,2401044,2452622,2290331,1037395.333,2408277.333,854428,1727897.333,1329332.333,1926355,1247515
43,3535937.667,,3378118.667,706296.3333,1559825.333,2693618.667,2391118.667,2371225,2259734.333,1023143.333,2381187,864833,1615081.667,1341739.667,1959501,1224117.333
1668,236539,171419,208115.6667,202489,235418,176127.3333,214239,160543.6667,143534,147175.3333,206614,136874.6667,185866,157256,139977.3333,130748.6667
3586,,,,,,,145567.6667,,209407,181626.6667,,260060.6667,,196664.6667,,241085
1040,36959.6667,,59053.5,39266.6667,724536.3333,60001.6667,85807,73375.6667,35522,,49869.6667,60492.3333,,,43147,25269.5
4980,,,,,24454.5,,22864,43832,50486.6667,37619.6667,,,29462,24005.5,,18535
4736,,,,,,,21244,,27185,23520,,,60538.5,24325,30784.5,28027.5
1429,122591.3333,,119675,,194749.3333,245999.3333,285567,125475,245725.3333,216046.3333,217755.3333,129260,185478,253350.3333,232605.3333,169124.6667
1724,88118.3333,,84144,,127487.3333,160514.3333,198534.3333,86363.3333,158109,134617.3333,138876.6667,82095.3333,116894.6667,157152,144864.6667,112381.3333
