Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
363,,,,,,,,,,,,,2960.539,,,655.6788,,322.1069
365,,,,,,408.7368,1039.9831,741.461,,,,,,311.2311,,,,
366,,,,,,12526.618,,2664.6191,,,,,,,,,,479.8324
368,,,,,,,,,410.2851,,,,508.4804,,,,360.977,
369,,,,,,,57.6253,92.218,,,,,,123.9215,,,,
370,,,,,,,,,,,67.3435,,,,,49.1992,,
371,144.1518,,,,,,,,,,,,,,,,,156.3279
372,,,,,,,,,,,,,,,,227.5774,,
373,103014.91,12410.169,1430.3871,34385.93,58332.496,,,,,,,,,,,,,125667.7725
374,,,,,,,190.9214,,,,,,,,,117.6405,,
5070,,,,,,,,,,,,,,,,,,427.1726
376,121.4254,79.8193,133.1096,,82.2778,88.7713,102.7582,,99.7199,87.7961,,95.6444,,101.0805,93.1208,73.5624,,
377,,,,,,,,,,,74.7012,,,,,,,
378,,,,,,473.461,,,,282.1901,424.9385,,,,819.2712,986.2838,,253.8497
379,,,,,,29258.4628,31753.2248,32254.1791,15064.3241,28275.4424,38926.1674,35290.7001,10000.8161,32119.7304,30764.7054,34149.4938,8664.0594,23196.2869
380,157.7325,,,,,,,,,,,,,,,,,
381,202.7685,,,,,,,,,,,,,,,,,
5073,,,,,,,,,,,238.901,,,,,,,
382,,,,,,146.2741,,140.5126,,,,,,,87.0875,120.0825,,
383,,,,,,,,262.4741,,,,,,224.4377,187.7366,254.8212,,137.6392
384,,,,,,107.4965,,128.9258,,,,,,145.1237,,,,
385,,,,,,,176.2863,197.0686,,,161.3972,,,,,,,
386,,,,,,,,,,,292.6649,,,,,,,
392,,,121.0762,,,,,,,,,,,,,,,
393,,,,,,188.1486,,218.8734,,,185.3894,183.2288,,215.3315,,,,
394,,,,,,197.2133,313.8756,314.4422,,171.022,344.6304,255.9298,,302.2572,214.7388,246.9613,,
395,,,,,,273.5986,301.9654,,,,,,,,,221.0337,,
5074,,,,,,768.643,712.0985,900.8985,,172.7086,,,,1484.6019,1304.8115,1156.5631,,
397,,,,,,,,478.3209,,,,,,905.0093,774.0104,767.1638,,
399,,,,,,5854.9116,6329.6516,6349.0138,2945.1479,5589.1332,7732.7871,7000.6848,1928.9707,6311.3599,6051.4449,6717.7475,1692.8689,4551.171
400,,,,,,407.9974,1092.7541,1025.0423,,397.5576,376.2249,957.7249,,782.4167,,462.4336,,284.7282
5075,1993.9435,97.6778,,425.8209,1031.2462,,,,,,,,,,,,,2108.3166
401,21246.63,2781.8271,336.4543,6789.1518,11516.586,,,,,,,,,,,,,22855.8148
402,,,,,,181.4892,184.6852,152.7596,,,291.8026,,,193.8062,187.731,205.9999,,
403,,,,,,,92.7726,,,,,,,,,,,
404,,,,,,,,,,,55.574,,,,,,,
405,,,,,,68.2163,,49.2047,,,53.1669,,81.5476,66.2987,67.0425,,77.9897,
407,,,,,,930.598,1084.0837,1135.6857,,354.4784,792.1144,,,,,,,
408,,,,,,,,,,,,,,,,311.0349,,
5076,,,,,,,,,,,,,,,,,,243.1425
5077,,,,,,,,,,,,,,,,,,275.3861
409,,,,,,4815.6724,5220.1462,5257.5802,2421.041,4588.6693,6494.0339,5884.7318,1550.3051,5235.4019,4978.4859,5539.5663,1392.8194,3779.1806
411,,,,,,,136.8332,120.5666,,,,,,,,,,
5079,,367.3817,399.204,,,,,,,,,,,,,,,
5080,,,,,,1074.1985,769.1562,725.7795,,697.2939,1271.7221,872.1124,,,,529.3576,,
414,,,,,,392.7965,259.642,340.3553,,124.2643,240.4483,157.378,,146.0659,152.9093,,,175.2893
415,94.2997,,,,,223.0572,268.9327,316.7172,,187.5523,,,,280.1768,207.2865,316.8818,,178.3286
413,,,,,,274.5359,286.1788,284.1935,151.3521,185.0096,299.6438,249.3221,,300.1059,190.912,345.8491,,161.7785
416,,,,,,,,120.3828,,,158.8722,,,,158.5665,207.1505,,
417,,,150.456,,,,,,,,,,100.1748,,,,,
418,,,,,,,223.9666,309.1729,,,171.9015,152.8018,,270.2389,236.2729,315.4025,,
419,,,,,,,,,,,103.5752,,,110.4175,,112.3236,,
420,,,,,,,148.0382,189.7511,,,,,,,,195.6695,,
421,3283.0653,,,,1971.1542,,,,,,,,,,,,,3094.5163
422,,48.1906,55.9937,111.333,85.7889,59.7296,85.6044,63.6853,119.0889,63.4413,,79.0407,129.7335,,,,113.3734,
5081,,,,,,376.6145,349.5023,701.3369,,175.3886,517.924,373.0633,,1084.9691,1004.276,1398.7323,,457.8772
5082,,,,,,,,,,,158.8511,,,,,,,
424,,,,,,,,,164.3459,,,,,,,,,
426,,,,,,,32.9931,,,,,,,,,,,
427,,,,,,84.3631,,,,,,,,,,,,
428,,,,,,10251.9457,10765.2417,13906.518,5596.8636,5746.4002,9169.3327,6820.161,,8599.0352,7864.7185,9887.8397,1392.6217,6206.0461
429,30278.441,3188.3174,,10539.2173,16813.377,,,,,,,,,,,,,43624.7622
430,,,,,,,,,475.7393,,,,,,,,114.8267,
431,,,,,,,,5666.0695,338.7865,,,,,,,,,
433,,,,,,,,,,,216.627,161.9599,,,,,,
434,,,,,,390.2476,,,247.0275,,,357.9528,,,543.0578,578.496,236.699,
438,,,,,152.142,181.2592,257.5525,242.363,197.0376,254.3939,458.0513,354.6791,156.2419,267.8073,190.5269,359.2124,138.3937,254.6598
439,,,,,,181.4691,233.2608,,176.0734,125.9738,278.2945,190.3469,163.5749,173.6118,,159.6493,,
440,,,,,,131.295,109.3852,117.1356,164.911,,125.2828,114.4088,131.9878,,,,,
441,957.7317,297.0732,,,726.7918,,,,,,,,,,,,,
442,144.2371,,,,,,,,,,,,,,,,,
444,,,,,,,215.7917,,,,,,,,,,,
445,,,,,,106.0148,698.1792,,,,,,,75.4122,,,,
446,,,,,,,,572.9555,,,,,,,,192.8931,,
447,,,,,,117.5738,149.3765,113.5958,,,151.8562,201.7366,,128.5055,,136.2711,,
448,,,,,,190.6354,219.0086,221.9899,,182.0468,226.5148,151.0063,,,,134.6408,,
449,,,,,,114.7835,211.2882,123.2202,,,,,,,,92.3763,,
450,,,,,,,317.4508,111.5523,32.9117,,,,,,,105.924,,
451,1874.7505,,,,,,,,,,,,,,,,,2652.5916
452,,,,,,,,,173.9762,,,,,,,,408.4267,
453,3515.733,,,,1841.9913,,,,,,,,,,,,,5202.6386
454,,,,,,,,,,,,,,,,,,423.2017
455,3841.2058,,,1225.866,1997.95,,,,,,,,,,,,,4261.705
456,,,,,,,,,242.7728,,663.1396,635.2216,,,,628.726,,382.5425
457,,,,,,,111.7916,,,108.0573,208.7122,152.6318,,,,126.1831,,
460,,,,,,,,,1036.6267,,,,,116.2281,,249.0449,,
461,,,,,,,,,,,,,,,86.6317,,,
462,,,,,,76.0541,84.3584,82.7849,,69.0337,,91.5669,,,,79.5,,
464,,,,,,,630.5218,347.3629,,,,,,,188.0485,,,
465,,,,,,,,,,109.4102,,,,,,,,
466,1159.322,,,,642.5462,,,,,,,,,,,,,1261.2852
467,,,,,,235.7489,,,,,,,,,281.885,367.7903,,
468,,597.3154,674.5435,,656.4194,,,,793.6555,,,,,933.3244,775.8617,1083.0642,,1096.4038
469,,,,,,,,,,155.8366,202.8976,180.8697,,,,151.8171,,
470,59.2234,,,,,,,,,,,,,,,,112.1232,
472,362.4027,165.7384,,,247.8862,,,,,,,,,,,,,361.024
473,,,,,,469.078,,,466.6384,439.1747,653.4076,,208.7444,,,599.1497,,442.0296
5084,1442.7743,,,,725.0068,,,,,,,,,,,,,1453.8474
474,,,,,,,,,,,,,130.2456,,,,,
475,498.421,,,,,,,,,,,,,,,,,495.3617
476,,,,,43.5625,145.1783,,87.6577,81.586,,100.7446,106.3307,79.4253,,,,61.8059,
477,,,,,,,,412.7168,,,357.845,,,558.5356,502.8775,866.1844,,214.1881
478,,,,,,,,,,,,,,,,183.4905,,
480,,,,,,,,,,3053.4974,3207.5325,4216.4446,4279.4282,2698.554,1989.1949,2183.1896,1948.7697,
481,,,,,,1127.6422,1165.0028,1486.1804,,353.8807,681.11,431.4872,,,771.1661,1057.1014,,541.1348
482,,,,,,,,,585.5146,,,,,,,,1163.3834,
484,,,,,,,,,,,2860.7103,888.5247,,,,,,
487,,,1377.6633,,594.1826,,,,,,,,1569.2756,,,,1597.7047,
488,21607.5791,,,5490.9815,11284.3451,,,,,,,,,,,,,19552.6536
5085,2675.3645,,,549.6521,1243.2113,,,,,,,,,,,,,2887.4119
489,511.9981,532.6367,,1097.1582,397.1264,,,468.021,,,,,233.1998,,,,,
5086,3657.626,141.6428,,1093.6258,2011,,,,,,,,,,,,,3752.8656
490,12723.65,1587.5482,204.7574,4466.031,7701.9824,,,,,,,,,,,,,16488.323
492,89.3023,,,,,,,,,,,,,150.5238,,255.3448,,118.3133
493,336.5657,,,,244.2676,,,,,136.1295,,,259.8796,,,,,471.6559
495,,,,,,,,,,,,,,,,118.7104,,
496,,,,,,,217.0844,373.9982,,,,114.1548,,,,180.4996,,469.2726
497,9852.95,,,3177.0621,4779.4175,,205.8155,151.2537,,,,,,111.4447,,,,10591.9928
498,,,,,,,,,,,190.1937,,,151.2374,193.3983,218.0785,,
499,,,,,,,,,,,,,,,,,,919.0583
5087,,430.2203,499.1619,,,,,,,,,,,,,,,
500,,,,,,84.9624,,145.4462,,,,,,79.023,84.3422,100.5778,,
502,,,,,,,,,,181.9229,,,,580.8054,,,,
503,1271.5322,,,356.7184,563.4898,,,,,,,,,,,,,756.6991
506,,,,,,,,,,,206.1967,147.6021,,,,,,
504,,,,,,,,,,,170.5177,,,,,,,
507,,,,,,,122.1275,,,86.754,148.1537,,,304.6336,,,,83.7436
508,668.4867,,,,,,,,,,,,,,,,,749.7303
509,,,,,,222.474,300.9551,247.3407,557.6496,197.0084,498.7415,432.9584,499.6918,368.049,124.9792,211.3648,244.6031,
510,13818.8801,,,3440.4867,7149.7681,,,,,,,,,,,,,12495.3577
5089,,,1042.6427,,,5593.1532,5290.521,6036.5695,2130.8393,4244.717,7273.698,6322.1006,1620.9823,6046.5425,5800.7153,6264.7445,1606.85,3220.8208
511,,,,,,,,262.3255,,,,,,377.7678,,,,
512,,,,,,,138.0475,132.7779,,,151.1442,,,160.2763,116.8368,,,
513,651.4321,61.2092,,207.197,339.8331,,,,,,,,,,,,,717.3323
514,,,,,,,114.8254,129.2313,,,,,,,,,,
516,,,,,66.5515,,151.7066,,,,199.2762,132.0442,,,,192.8676,,
517,,,,,,171.3545,177.5546,171.4953,,,135.619,,,158.2137,129.3738,194.9868,,
518,,,,,,281.9995,234.835,342.081,,190.4213,253.8166,220.3688,,269.9044,,340.724,,245.1872
519,,,,,,,,148.7432,,,161.6678,110.3883,,169.4708,152.793,,,886.4201
520,,,,,,323.0701,441.4815,,,,528.5151,,,,,,,
5090,1501.9055,,,279.3357,561.4066,,,,,,,,,,,,,1747.9185
521,,,,,,,322.3328,236.8726,,,,,,181.3841,177.1584,195.2334,,258.5138
522,,,,,,,,1290.8875,,,300.9235,147.6193,,240.3611,239.1174,389.4573,,
523,922.41,,,,499.1073,,,356.5737,511.6343,126.2156,167.782,,,235.573,184.8849,330.867,,994.7845
5091,,,,,,882.4325,860.1325,999.3888,367.9736,735.8156,1171.7459,1056.6861,295.9525,1005.1088,947.5822,996.3496,290.3947,549.5968
5092,325.6746,310.3491,,,331.1316,,,,,,,,,,,,309.6279,225.3506
526,,,,,,104.4824,,,,109.3303,205.2498,,,,,,,
527,,,,,,289.3157,,449.3948,,,195.7556,,,293.6787,279.7955,359.001,,
529,,,,,,111.2964,89.8038,110.2049,,,70.4072,,,129.5787,120.009,200.3708,,
531,2078.9115,,,501.8588,1106.6268,,,,,,,,,,,,,1970.9968
5093,,,,,,1816.1929,1473.3251,1725.2074,916.0055,1198.7155,1868.5555,1855.9052,509.6675,1741.566,1656.5442,1815.8532,479.6582,633.5359
532,119.4686,,,,,,,,,,,,,,,,,
5094,268.5867,,108.7237,,224.6594,136.0779,152.4109,135.5371,,130.8262,,120.3542,,,137.3531,142.2227,,537.8284
535,15785.4843,,,,10086.9063,,,,,,,,,,,,,18157.0653
537,,,,,,,,,216.956,,627.2525,,165.7507,459.8594,,,168.5607,
538,,,,,,376.0179,333.922,468.7947,119.3133,,272.5689,159.5307,,827.4265,562.0685,507.0548,,
539,,,,,,,,276.5769,,186.3957,259.9081,223.5563,,292.7274,392.3354,313.9009,,259.572
5095,,,,,,,,,,,,,,143.8595,122.7755,201.0569,,
540,4953.314,482.7127,,,,354.2616,298.3405,,101.612,180.1327,400.6669,270.1052,,,248.3587,408.0434,,4957.4773
541,,,,,,331.1351,354.7877,312.0536,,119.8395,196.752,206.7918,,337.9662,271.2455,409.2174,,131.9403
542,,,324.6973,,,,,,,,,,,,,,,
543,92197.78,10842.406,1345.7006,31861.672,51300.438,,,,,,,,,,,,,114125.8665
545,,,,,,233.0604,,,,,204.4701,,,,,,,145.9965
546,,483.098,534.9348,,,378.6106,361.0023,314.0827,246.4256,373.248,475.9007,510.4833,166.4931,390.9995,,361.7076,,
547,,,,,,305.645,510.56,292.5792,,,,,,111.2464,,137.8028,,
548,,,,,,,,,,,,,,1940.3567,,534.0816,,
5096,3181.861,362.5484,200.1962,723.1237,1098.3967,,,250.4476,200.8854,,,,,,,,,3756.9892
550,,,,,,203.1123,203.1271,163.552,,,154.0378,176.7938,,212.0313,200.3928,245.9561,,
5097,14401.584,1933.8088,,5175.7876,8379.933,,,,,,,,,,,,,17124.226
553,,,,,103.6041,,,,108.7874,114.6134,127.5887,,118.4667,,,,154.1657,
555,,,,,,133.2787,131.3284,175.1189,,,292.5473,207.0465,,,174.416,257.0429,,
554,,,,,,112.8262,312.0229,247.0423,,,291.6512,,,,106.0787,190.0146,,
557,,,,,,88.286,,,,,174.6121,87.9208,,,,,,
558,,,,,,,121.8628,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,307.0439
560,,,,,,,245.2393,,,,,,,,,,,
561,,,,,,,,,,,,,,,201.2433,,,
562,,,,,,274.2904,281.0523,266.0325,,196.1572,358.3981,224.8375,,,146.5699,284.0067,,
563,,,,,,,132.9747,,,,,,,,,249.3449,,
564,,,,,,,,176.0572,,,191.3189,124.4878,,417.3551,,553.4001,,142.1687
565,,,,,,,244.8837,,,,,,,,,389.1779,,
566,,,,,,106.9644,110.9079,105.2892,,97.6532,103.4424,,,112.6839,100.2826,138.4398,,
567,,,,,,,,,,,,,,237.8049,,,,
568,,,,,,,706.7267,,,,,,,753.0092,723.2814,953.715,,
5099,472.3062,82.6109,,143.8509,225.2082,84.8661,,82.6792,73.6653,88.2148,,81.0293,,82.4133,,,67.213,572.9442
569,172.3992,,,,,200.3776,194.9558,194.7292,208.6595,179.3145,168.1854,175.4832,,170.6581,183.3709,191.1927,,161.7647
5100,,,,,,,,,,,,,,,,,,412.1913
5102,,,,,,,,,,,,,,259.9981,,,,
5103,,,,,,,,,,,,,,175.2481,,227.8477,,
572,,,,,,93.8006,,,,,117.6421,,,107.2012,,144.959,,
573,,,,,,,363.3382,204.4544,,,290.9461,,,220.1431,,274.1374,,139.6455
574,,,,,,,388.3588,,,,134.7141,,,,,,,
575,,,,,,,175.9992,,,,,,,,156.1559,,,
576,,,,,,964.4208,,1097.5178,457.6504,,587.3713,452.2286,,1875.8446,1539.7007,1733.769,,
577,,,,,,582.0572,526.2555,556.7102,265.8046,225.6049,402.5331,305.05,116.5972,488.5615,425.1097,560.3975,136.2728,283.674
578,885.5186,,,,445.0428,,297.6662,266.6445,,170.7904,197.224,,,164.9995,227.0511,212.7277,,1094.1023
579,,,,,,,283.4052,,,149.8704,223.3008,,,216.4258,155.1734,,,200.977
580,,,,,,,,,146.4761,,,,,,,135.5623,,
581,,,,,,171.5606,,192.572,,,,,,100.1629,,,,
582,,,,,,295.9176,293.8002,283.2869,,129.2612,289.9358,321.6624,,271.3588,295.3264,425.3907,,
583,,,,,,,184.7344,,,,,,,152.868,,,,
584,,,,,,546.5228,556.6024,598.5095,111.3928,,,153.8512,,307.8589,,,,
586,,,165.1296,,397.3818,,143.5999,,,,,,,,,,,
5104,703.715,,,123.5204,410.0277,,,,,,,,,,,,,899.1524
5105,122.0912,,,,,,,,,,,,,,,,,126.3763
587,,,,,,,,,,,,128.7383,,,,,,
588,9915.7127,954.0119,,3086.3634,5332.123,,,,,,,,,,,,,12790.0709
589,,,,,,,94.5543,94.9902,,,,,,,,,,
590,,,,,,,68.3156,,,,64.9007,,,,,,,
591,,,,,,,,,,,,,,58.424,,,,
592,,,,,,69.648,,92.565,,,98.3779,,,,,85.6147,,
593,,,,,,,93.2296,117.9398,,,,,,,,202.9566,,
594,,,,,,87.7064,,341.8958,,,,,,,,,,
5107,639.1439,369.3107,,455.2092,510.7064,593.5991,576.7789,591.6752,462.8608,499.0937,601.6495,556.4042,385.3286,613.2113,630.9635,639.8587,,653.7518
5108,,,,,,,,,428.1086,,,,,,,,,880.8659
595,,,1193.5231,,,16459.5587,17007.5711,17798.7951,18122.1214,16619.1107,21048.6724,19447.4004,7502.0393,17528.2231,16462.2824,18900.7111,6362.3494,14051.4579
5109,,,,,,,92.5364,,,,227.462,160.106,,,,,,
596,,,,,,,,,,,,,,,193.308,,,
599,,,,,,,,,,,126.5543,,,,120.7192,,,
600,280.101,389.5142,,,266.5828,,279.9292,,262.8943,,,,,,,,,260.7884
601,,,,,,147.6489,,193.498,,,245.6582,209.017,,,,,,
602,,,,,,150.7663,,167.2252,,,249.4079,,,,,,,
603,,,,,,,,2021.1238,,,3405.8185,,,,2450.6298,,,1328.1455
604,453.7055,,,,271.0903,,,,,,,,,,,,,566.7064
606,,,,,,,,,,,,,,123.7808,,156.6414,,
607,,,,,,519.813,654.8659,772.3528,210.8382,213.4486,355.0364,354.4969,,640.0453,401.135,891.1059,,283.325
608,,,,,,554.4226,683.4698,469.0627,744.8866,217.4394,,,,461.0637,,,,
609,,,,,,349.5529,242.604,352.9812,141.4625,244.8973,276.5811,,,310.2812,369.0944,496.2489,,310.9358
610,,,,,,260.451,235.7134,262.0596,,,201.3588,187.0366,,255.1132,243.2541,321.8386,,
611,,,,,,331.4578,420.3934,446.6176,260.7074,216.0725,312.4311,,145.3027,152.9289,,225.469,137.3565,160.7341
612,,,,,,79.4207,91.4521,60.319,,,,,,,,,,
613,,,,,,739.2836,742.7834,549.0046,,,,,,,,,,
614,,,,,,73.7262,74.2212,114.5193,,,,,,109.3177,101.6777,,,
5110,,,,,203.9156,,,,,,,,,,,,,
5112,,,,,,,,,,,,,,581.0889,511.2188,,,136.3706
616,,,,,,,,,,142.7258,219.8774,124.225,,,,,,260.7314
617,,,,,,,,,,,,,,1044.7762,899.9256,862.8775,,
618,,,,,,7851.7117,9953.6884,9385.356,,3071.6571,6800.8768,4140.9001,,6790.077,7207.0017,8075.6652,,4184.4432
619,,,,,,,215.4609,,,,,,,,,,,
620,,,,,,192.0466,332.0022,237.3014,,184.8761,463.6094,257.1167,,245.8848,354.4038,325.3383,,182.8061
622,,,,,,,369.0287,,,,,38.254,,,,98.6919,,
623,,,,,,,,,,,,,,,,331.8282,,
624,,,,,,1764.9275,1777.6416,6519.1098,1187.9798,,,,,,,,,535.2995
625,,,,,,55.9313,,,,,,,,,61.2287,,,
5114,,,,,,,,,133.6727,,,,,,,,,284.36
627,,,,,,197.1297,219.788,234.1858,203.4576,,284.5384,249.3354,,223.0836,,212.2894,,182.893
628,,,,,,,,,,,,,,670.2839,,,,
629,,,,,,91.4802,,,,,145.6874,,,89.0243,,116.3284,,
630,,,,,,,,195.2711,,89.8632,167.5494,130.1414,,201.901,,310.3587,,
632,,,,,,,,,,,,,,,,102.2431,,
633,,,,,,,81.1364,93.5437,,,,,,,,,,
631,,,,,,,503.3158,341.9723,,,131.9353,108.6176,,139.0544,95.8551,226.5741,,
634,,,,,,154.8508,221.6907,225.8632,,,141.9267,,,,77.8674,,,
635,,,,,,,,,,,216.8356,,,,,,,
5116,,,,,,,,,,,,,,196.6789,,,,
5117,,,,,,,,,,,,,,,199.5707,,,
637,,,,,,,,,,,,,,321.7579,308.5118,273.1164,,
638,,,,,,,,,,,,,,444.4061,387.8232,341.892,,
639,,,,,,2465.2532,3142.2642,2935.5404,,,2176.5468,1259.3533,,2090.5357,2180.7771,2492.7044,,1272.9201
641,,,,,190.4082,,,,,,,,,,,,,
644,224.3177,,,,,148.8376,215.2109,,,,,,,149.6594,,,,
647,,,,,,,,,,,127.1623,,,,126.5716,,,
648,,,253.204,,257.6951,211.4229,223.1827,,,,,,,,207.3577,,,
5118,,347.4624,,,,,,,,,,,,,,,,
650,,,,,,407.8638,383.466,436.4586,422.2863,422.5101,490.8865,447.138,195.3792,417.9377,412.0092,438.4882,153.4389,
654,,,,,153.6648,,,,,,,,,,,,,
655,140.856,,,,,,,,,,,,,,,,,
657,,,,,,209.0243,188.7484,239.336,213.5713,356.2785,515.6864,,152.4107,283.7797,255.2046,429.9876,132.776,
658,,,,,,,,,125.097,145.2678,,,114.1589,,,,,
662,,,,,,710.1352,713.7054,718.2956,779.4796,,892.5315,806.1154,313.4249,797.793,715.26,798.0706,240.9299,
663,,,,,,,,,,,,,514.9675,,,,,
664,,,,,,,,,,,166.4475,,,139.732,,218.4234,,
665,580.4537,,,182.3425,316.7545,,,,,,,,,,,,,710.561
666,,,,,,,,,,,,,,,,,,321.3761
667,,176.7399,162.3861,161.0651,,164.9045,,,198.7138,175.3792,201.127,,,,134.5421,165.2306,,189.2686
668,,,,,,,,85.1172,,,,,,,,,,
5120,4005.547,321.0864,,1007.3718,1755.2468,,,,,,,,,,,,,4102.2268
669,93761.69,10265.205,1230.0933,31347.213,52214.02,,,,,,,,,,,,,128649.646
670,90.1466,,,,,,,,,,,,,,,,,
671,130.8906,,,,108.8041,108.9616,,119.9464,,82.7236,81.0093,,114.4934,105.709,105.7554,,82.6076,353.5161
672,,238.7998,243.5509,,,,,,130.8474,106.9414,,,,,,,,
673,,,,,,,,,,,220.1039,221.9946,,,,311.6745,,
674,,,,,,3276.5019,3464.2534,4515.1768,2173.7609,1184.8396,2077.3448,1315.9066,,3173.5781,2869.3484,3762.5296,,1587.2324
676,,,255.8403,,,,247.3334,191.4727,113.7355,,,,,193.2942,168.2343,,,
678,,,,,,,,,,,1288.9342,,,,,,,
683,,,,,,,,,,,,,,,139.1481,204.939,,
682,,,,,242.1647,,,,,,,,,,,,,
684,184.511,,,,,,254.1842,,,,,,,,,,,300.4438
686,,,,,,,216.1148,,,,,151.5609,,141.4573,,178.1127,,253.5939
688,,,,,,,,,,,,,,,,,,2687.9588
690,,,,,,,84.6185,,,,,,,121.3665,,200.0601,,
5123,,,,,,,533.7599,,,,539.3449,,,719.4604,405.9275,576.5886,,414.5765
691,,,,,,,,218.0187,,,154.1872,,144.3812,,,,,
693,807.3839,,,,554.0843,,,,,,,,,,,,,796.3666
694,,,,,,,,81.102,,,92.8196,,,151.8834,136.382,177.2656,,
696,,,,,,222.7388,255.9228,,,,,,,,,,,102.4718
697,,,,,199.2492,,,,,,,,,,,,,453.322
698,,,,,,153.3673,,,,,,,,,,,,
699,,,,,,,,,,,638.363,,,,,,,
5124,,,,,,,,,,,,,400.1002,,,,,
700,73.6835,114.7241,82.9192,,,2173.9274,2651.9248,2977.5515,781.2083,864.1658,1590.9076,911.7771,159.1068,3082.4822,3767.1725,4320.9399,577.2956,1453.2427
702,,,,,,421.0514,483.4556,534.4621,,389.1097,765.94,544.2105,,884.0156,833.3852,1272.5743,,275.3507
703,,,,,,113.4278,,138.1621,,,97.0878,,,147.987,180.9273,275.5983,,
701,,,,,,,464.4636,271.5374,,,,,,403.5981,,402.603,,174.2707
704,,,,,,,,,,,,,,,230.6089,,,
705,,,,,,368.5978,400.5673,312.7241,126.6194,,229.9692,175.0915,,249.5145,219.3517,228.6682,,184.0164
707,,,,,,,,474.6616,,106.6445,150.8056,140.4164,,416.1653,,388.5844,,
708,,,,,106.5268,,,,,,,,,,,,,
709,76.3028,,,,55.4369,,,334.4457,236.7,,268.0046,200.8195,,245.3017,,575.9886,,229.0724
710,,,,,,,197.0084,,,,293.3348,163.4143,,265.0343,240.5727,460.5246,,
712,,,94.6351,,143.8289,392.475,632.8027,443.3269,295.7037,339.3788,488.4753,379.2875,,327.1463,355.0501,392.9134,197.6776,470.3848
713,,62.6313,107.7281,,38.628,,,,,,,,,,,,,
714,6140.0815,650.4911,,2124.8732,3639.546,,,,,,,,,,,,,7198.3273
715,,,,,,220.098,257.0491,212.7234,,,,166.0041,,,,153.9693,,
716,,,,,,,,,,,,,,,,129.9295,,
717,,,,,,166.9526,154.1126,,,134.9756,,,,229.488,,,,
719,,,,,,,,,,,,,,218.5662,,289.9744,,
720,,,,,,,,,,,,,,143.8182,,,,
721,293.8103,,,,172.1616,,,,,,,,,,,,,
722,,,,,,243.4003,208.634,334.2349,,,101.3587,,,156.7714,165.4166,212.4063,,
723,,,,,,,,,,112.5446,223.0809,,,,,,,
5125,92.6761,,,,,,,,,,,,,,,,,219.4438
5126,,,,,,,,,,,,,185.4267,,,,,
5127,,,,,,11923.3756,10583.9782,12126.4009,10422.7749,9957.3976,14850.3399,13222.1916,4060.886,12247.5429,11349.7969,12753.5284,4005.2535,6762.7146
724,,22.8106,,,,776.6659,770.452,884.2276,224.1606,279.4944,515.8905,333.2378,,853.0712,1125.0659,1429.9664,160.8939,431.5964
727,,,,,,,,,,1697.5987,1827.0874,,20702.4262,1225.3034,1482.2009,4656.4232,1691.0348,2553.7424
733,,,,,,230.6682,,,,,,,,,,,,
731,,,,,,1605.7393,1386.1802,1905.2121,596.2632,544.9396,977.7326,686.9992,,2673.0509,2377.4529,2388.5024,186.6539,328.5544
732,576.1516,,,,,630.3493,,754.0717,,,,,,529.4178,,,,715.1544
734,,,,,,139.5351,,279.6335,,,,,,,,,,
735,,,,,,,777.7385,416.1626,,,752.647,284.5459,,144.7638,824.7286,634.6609,,
736,,,,,,240.8605,265.966,,,,222.6348,187.817,,179.7947,179.1161,220.4324,,372.0342
738,,,,,,,,316.9791,,102.8699,231.0015,193.741,,323.685,378.5564,565.373,,144.2214
739,,,,,,371.322,410.6668,310.2396,102.9639,87.2121,186.9173,154.2423,,,232.5309,264.2161,,
740,,,,,,,,,,,118.2785,,,,87.611,,,
741,,,,,,,203.7733,210.2624,,,187.9622,,,395.5581,,,,
742,,,,,,,235.2928,,,,,,,227.4297,,234.8706,,
743,12173.1023,,,4301.2174,6504.8903,,,,,,,,,,,,,13696.9338
745,266.3604,,,,176.347,,,,,,,,,,,,,
746,,,,,,,,,,229.3156,,,2483.9837,,,577.026,,315.8527
747,,,,,152.4707,,,,,,,,,,,,,
749,132.6744,,,,51.803,,,,,,,,,,,,,
750,,,,,,,59.2956,,,,,,,50.9359,,,,
751,,,,,,140.8838,108.4742,,47.1621,,,,,230.0354,200.2863,217.8725,,
752,,,,,,,,,,,130.519,,,234.933,,,,
753,,,,,,47.4062,,68.5827,,,143.7282,43.5,,,,,,
754,,,,,,,,64.1383,,,70.1267,,,73.1214,66.7132,,,
755,,,,,,1157.3072,1104.5844,1103.4873,,,790.3807,,,1553.853,1208.0967,1281.3947,,580.9668
756,136.6308,,,,,,,,,,,,,,,,,200.5587
5128,14.6825,,,,,201.3881,142.2477,180.99,,148.2342,257.9514,192.1386,,234.9731,201.7698,,80.5789,
