Feature ID,BlankSub Mean 1000ppb_,BlankSub Mean 100ppb_,BlankSub Mean 10ppb_,BlankSub Mean 250ppb_,BlankSub Mean 500ppb_,BlankSub Mean D1S1_,BlankSub Mean D1S2_,BlankSub Mean D1S3_,BlankSub Mean D1S4_,BlankSub Mean D2S1_,BlankSub Mean D2S2_,BlankSub Mean D2S3_,BlankSub Mean D2S4_,BlankSub Mean D3S1_,BlankSub Mean D3S2_,BlankSub Mean D3S3_,BlankSub Mean D3S4_,BlankSub Mean Pooled_
4055,,,,,,,,,,,654.3109,,,,,,,
4056,,,,,,1067.9524,1259.4239,988.782,,469.1944,949.5761,,,954.0979,793.145,718.9062,,431.3833
4057,,,,,,,,,,,,,,651.5729,,,,
4060,,,,,,,188.2402,,,,,,,,,,,
4063,,,,,,896.3342,1012.8568,1014.2937,424.8218,840.0502,1535.7109,1241.8052,,1100.6216,1002.1907,1285.1803,,584.7896
4064,,,,,,143.6344,204.3431,151.0069,,,,,,,,,,
4065,,,,,,,1153.7786,1111.265,,,1564.9351,1374.1492,,,,1360.7008,,
5785,3049.2874,,,,1357.9476,1077.5922,,1301.9491,,,,,,,,742.7723,171.0484,3718.9143
4066,,203.1413,190.9512,,,,,,,,,,,,,,,
4067,,,,,,,,,,,,,,,404.2244,,,
4068,,,,,,,,,,,,,126.7616,,,,,
4069,229.6867,,198.2925,,195.8734,451.8164,451.7153,,,480.7109,,526.6223,306.1154,513.7012,,,305.173,
4070,,,,,,,491.2185,,,,,,,,,,,
4071,,,,,,759.8454,,,,,,,,,,,,
4072,,,,,,,226.0323,232.1427,,,353.0095,326.2676,,279.5442,,332.3156,,
5786,428.0239,,,104.2422,190.6018,155.1517,106.0587,213.1398,,,72.8264,,,,,,,549.0473
5787,17405.006,1938.676,172.7895,5098.1338,9402.848,,,,,,,,,,,,,21001.897
4074,19387.967,1641.551,,3881.3922,10022.401,,,,,,,,,,,,,32876.9575
4075,,,,,,,,,188.4338,,,,,,,,,
4076,,,,,,,,267.1607,,,370.1818,,,,239.9837,286.9529,,
5789,1042.8256,90.2715,,,450.4617,369.8429,,,160.6934,,,,,,217.8155,,,1254.1522
5790,,,,,,,,,,,283.4354,,,,,,,
4077,5149.812,419.689,,1071.5035,2223.8818,,,,,,,,,,,,,8880.3668
4078,,,,,,,453.3975,,,,,,,,,,,
4081,,,,,,441.3051,2772.0082,1276.7373,416.176,697.3194,2183.9285,972.6504,,,1899.7827,2769.1908,557.7298,1019.7242
4082,,,294.8056,,275.2712,,,,,219.7512,211.8017,207.7377,,226.8722,,,,
5791,1527.6364,,,441.1763,833.3501,,,,,,,,,,,,,1867.3276
4084,1564.5994,,,352.2947,801.4246,,,,,,,,,,,,,2651.9525
4085,,,,,268.9097,,,,,,,,,,,,,1752.034
4086,,,,,,,,,,,213.6381,,,,165.6862,395.8238,,
4087,,,,,106.6528,,,,,,,,60.1997,,128.3469,186.2551,,
5792,,,,,,,,349.2936,,,,,,,,,,
4089,,,,,,261.7758,,355.6134,,,,,,429.7914,,510.4519,,
5793,297.2761,,,,148.3499,,,,,,,,,,,,,395.0474
4090,,,,,85.0471,,,,,,,,,,,,,553.6738
4091,,601.9703,812.1014,,336.4888,,,,,,,,,,,,182.5663,
4092,,,,,,,,,,,283.5886,,,,,,,
5794,,,96.765,,,,,,,,,,,106.0541,98.2788,105.5158,,
4095,63.108,124.9384,137.9172,,,,,,,,,,,,,,,
5795,301.1882,343.265,,,,,,,,,,340.1033,,,,,,
4099,5743.0063,,,,2867.261,,,,,,,,,,,,,20134.9402
5796,93.0284,97.8108,100.5658,,,,,,,,,,,117.4834,110.8254,,,
4104,5160.426,,,1373.56,2614.5376,,,,,,,,,,,,,7134.5272
4105,,,,,,,,,,,,,,,,136.6877,,
4107,,,,,,,,568.1231,212.6754,,,,,,,,,
4108,,170.6094,,,160.3541,373.4291,464.4054,458.8348,280.1417,370.9623,551.4854,521.7811,199.9647,489.8754,532.2594,639.5319,,
4109,,55.7712,,,,,,,,,,,,,,,,
4110,,,,,,,,,,220.7807,1538.7881,505.3102,,,,709.6024,179.4783,
4112,162.9782,,,,,,,,,,,,,,,,,
4113,,,,,,,,,37.3041,,,,,,,,,
4114,,47.4886,60.6383,,46.509,,,,,62.1972,,,,,,,,
4115,,,,,,,100.3821,,,59.6356,453.7705,129.1679,122.1416,111.5506,141.9097,183.0571,,108.2909
4116,193.6139,442.3318,389.5907,,239.6978,,,,,,,,,,,,,
4117,,,,,,,,274.4603,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,190.0194
4118,3787.318,,,,2199.476,,,,,,,,,,,,,6061.7502
4119,224736.94,19887.527,2227.6477,57133.804,112451.805,,,,,,,,,,,,,250161.0225
4120,,,,,,,,,,,395.5803,,,,247.0484,326.5928,,
4121,300.4528,780.4297,1010.8484,511.864,414.2374,507.0084,481.9137,471.4213,427.2235,,342.4755,,,438.273,371.2229,,388.5975,
5802,240.8468,,,,,,,,,,,,,,,,,
5803,50.0571,,,,,,,,,,,,,,,,,
4124,,,,,,,318.1401,,,,,,,,,,,
4126,,,,,35.4986,,,,,,,,,,,,,150.9429
4127,,,,,,,397.4529,359.1236,,,507.2383,258.416,,,,411.0575,,
4131,,,,,,,197.5137,194.5205,,,204.4753,,,210.4946,,227.8322,,
4132,1193.5713,,,,766.3168,,,,,,,,,,,,,
4135,792.0508,,,,,,,,,,,,,,,,,2401.2663
4136,,,,,,,280.6886,,,,,,,,319.6338,233.986,,
4139,342.6721,,,97.7147,205.9366,,,,,,,,,,,,,491.9085
5807,599.8738,,,241.8164,387.0708,,,,,,,,,,,,,592.6181
4140,8040.3604,897.3577,154.9698,2790.6314,4752.4473,,,,,,120.8756,,,,,,,16038.5008
4143,,,,,,949.189,1251.9112,1753.7487,397.2511,196.4998,307.2167,294.4294,,,196.9912,741.4984,,509.5986
4145,,,,,,,2428.866,2779.2994,,,4005.9401,3392.4198,,2987.462,,3362.4682,,
5809,305.0831,350.6482,,,,,,,,353.3469,,,,,,,,
4147,,,,,,,608.1674,747.6672,,,733.2634,,,,,801.5472,,
4148,1006.9039,,,,,,,,,,,,,,,,,4110.0745
4149,,,,,,5463.854,5615.2637,5679.061,,,2666.3023,,,,,,,
4150,,,,,,228.4336,,199.5454,,,,,,322.0604,476.271,,,
4151,,,,,,585.9802,769.7644,657.6056,517.0201,,,,,,,,,
4152,,,,,,,,,,,295.1966,,,,,,,
4153,,,,,,,,,,,,,,,65.2336,,,
4154,,,,,,615.736,,586.9464,,,,567.3003,,,,634.1917,702.2013,779.8231
4155,,,,,,107.914,,,138.5071,,,,,,,,,
4156,,,,,,140.6795,204.0568,240.7611,,,191.8882,285.975,162.8951,,,163.5066,,
4157,,,,,,,,,556.5017,,,,,,,,,
5812,,227.0004,275.26,252.2855,167.403,236.6338,,250.7156,245.4379,277.894,,,236.6607,306.4592,233.1618,,236.7667,
4160,,,,,,1382.7954,2030.7652,2175.0752,1021.9344,1191.5216,3209.0057,2271.9668,,914.4142,1117.8613,3810.6256,,1041.6448
4161,,,,,,,,,,281.0468,,,,,,374.3173,,
5813,,,81.8726,52.9227,,,,,,,,,,,,,51.5382,
4163,,,,,,,269.2332,,87.1679,,274.8035,,,,,283.3166,,
4165,,,,,,,,,,,,,173.1847,,,,174.1937,
4166,,,,,,139.8872,167.2232,168.4989,,,259.0517,,,,,,,
4168,,,,,,,,,130.4794,,,,,,,,,
4169,516.474,,,,,,,,,,,,,,,,,
4172,,,,,,2792.8751,4038.5608,5661.9619,,,,,,,,2750.1692,,1665.208
4173,,,,,,,,,,,189.8501,,,,,,,
4174,,,,,,,,159.9851,,,147.1019,237.2727,,,,152.6444,,
5816,241.9842,,,,,,,,,,,,,,,,,150.3143
4176,,,,,,797.7878,991.9236,1590.6473,330.2331,168.2414,248.5252,181.5922,193.2238,,,731.3661,,429.879
4177,,,,,,98.6786,512.6336,252.8386,,,120.3267,,,,,132.1149,,
4178,,,,,,,,,,,180.6543,,,,,118.9543,,
5818,,,,,,,,,,,,,,,,,,2080.3571
4179,91.5007,,,,,,,102.4138,,,,,,,,142.379,,
4181,,,471.5413,,,,,,,,,,,,,,,
4182,,,,,,,,,,,,,1330.4855,,,,,
4184,,,,,,,151.9288,,,,,,,,137.0852,,,
4185,,,,,,,,,,,,,,,,211.8201,,
5820,192.4622,,181.5146,226.7885,204.3671,359.7387,253.4013,,329.763,384.9483,422.3191,380.741,460.02,488.1793,377.0544,787.3114,395.8981,
4186,,,,,,,279.3198,,,,,,,,,,,
4187,,,,,,,,,,,284.9789,221.725,,,,,,
5821,340.2558,,,,212.6177,,,,,,,,,,,,,279.1153
4188,6779.843,614.7087,,2033.9746,3655.6375,,,,,,,,,,,,,8520.9336
4190,,,,,,,,,,,143.4483,117.1509,,,,,,
5822,,,,,,,,,,,,,,,,,,175.5485
4193,,,,,,,383.777,,,,,,,,,,,
4195,,,,,,,,,,,,110.5355,,,130.0763,,,
4196,,,,,,,,,,,149.4735,,,,,,,
4197,547.4522,66.4083,,162.1553,275.6551,,,,,,,,,,,,,672.0801
4204,,,,,,,334.1234,,,,,,,,,,,
4205,,,,,,,646.5162,224.9907,,,241.1545,,,,687.0776,276.9998,,
4206,,,,,,,,,,,,,,238.5318,,,,
4207,,,,,,,,,,,200.3984,,,,,,,
4208,,,,,,,,,,,,,,,,,,196.1605
4209,,,,,,,446.6068,,,,,,,,,,,
4210,,,,,,,510.9404,230.4402,,,,,,,567.1537,533.6853,,
4211,,,,,,,,,,,,,,93.6269,,104.8255,,
5824,,,,,,190.8415,,,,,,,,175.396,,187.3631,,
4212,,,,,,282.6598,401.1058,436.647,,,166.028,,,296.406,238.0211,400.1518,,
4213,,,,,,,,,,,158.842,,,,,,,
4214,23493.043,,267.2848,4159.233,12792.538,,,,,,,,,,,,,71075.0608
4216,,,,,,394.7026,364.39,286.7374,207.1682,318.8795,324.551,373.7817,,466.1522,361.5293,385.4009,,273.9989
4218,398.1555,,,,217.3715,,,,,,,,,,,,,
4219,,,,,,,,,,,150.7562,,,217.8624,,213.2921,,
4220,,,,,,,,,,,1232.4693,,,,,,,
4221,,,,,300.8966,,,,,,,,,,,,,
4222,109.9564,,,,,,,,,,,,,,,,,218.7936
5825,908.533,,,,497.9998,,,,,,,,,,,,,1383.168
4223,12340.668,1503.8878,,3059.4199,7373.217,,,,,,,,,,,,,19399.3123
4226,,,,,,,,,,,,199.7013,198.6074,169.2216,,,,
4228,,,,,,8224.4684,8392.4889,8467.7085,,,3864.6828,2162.0311,,,,,,2829.0093
4229,,,,,,,,,,63.7756,,61.6021,,,,,,
4230,,,156.7192,,,,,,,,,,,,,,,
4233,,,,,,440.1731,3163.937,1452.0273,,418.5105,4147.0872,1286.9753,,703.3936,4346.2054,4257.2608,122.0893,792.2122
4234,,,,,,,502.4813,344.6076,,,370.867,,,,539.1338,764.0614,,104.8229
4235,189.2548,241.4813,,,,,,,,184.2181,114.0034,159.8163,,,164.2979,,,
4236,,,,,,,,,131.3647,,,62.4288,,69.831,,,,
4242,,,,,,,,,219.6285,,,,,,,,,
4243,,,,142.688,,167.9632,132.1533,,,,,,,148.9958,164.825,,,123.5739
4244,,,,,,,,,,,,114.7952,,,,,,
4246,1025.5481,,,,486.5331,,,,,,,,,,,,,947.0375
4250,1090.2803,,,,,,,,,,,,,,,,,3159.5745
4252,,,,,,5821.2606,5960.5811,6198.5417,,,2978.4998,,,,,,,
4254,178.6944,,,,76.8994,,,,,,,,,,,,,
4255,,,,,,,168.7702,,,,,,,,,,,
4257,,,,,,171.8738,222.901,281.0202,,193.435,298.1679,357.7936,,179.1307,,,146.2599,213.677
4259,,,,,,384.9595,360.7812,383.3489,148.5714,,,,,,,,,
4262,,,,,,,,326.541,,,,194.0367,,,,862.4019,,
4264,,,,,,454.04,,,,422.3816,,,,,456.5769,,,
4266,,,,,,587.1365,656.9432,715.008,,,,,,,,627.2998,367.8448,
4268,,,,,,174.3992,191.8719,212.7102,,163.5601,285.5218,238.5103,,212.8688,,233.6527,,
4270,,,,,,,,,169.351,,382.2306,660.8908,301.8522,293.5896,229.6053,,191.1722,
4271,,,,,,884.1549,1005.1222,1467.7851,288.6279,,,,161.3405,,,718.0053,,448.721
4273,,,,,,,,,,,,226.9162,123.7004,108.902,,,,
4274,,,,,,,180.0426,174.3877,,164.7231,,224.8158,,192.2791,184.5437,,,
4275,,,,,,,270.2409,364.0747,,,,,,,308.875,,,
5827,,,,,,,,,,,,,,,,,,361.6854
5828,,,,,,410.8531,384.6285,,,371.1837,579.5162,506.6966,,466.3726,424.8412,510.0182,,
4282,,,,,,,,,,,,,,,,,,1216.4066
4284,,,,,,,,760.7158,,,,,,,,,457.581,429.6533
4286,,,,,,,,,,,,,,,,322.3974,,
4287,,,,,,,,184.7873,,,,192.2346,,,,158.1188,,
4288,,401.9416,473.014,362.1826,389.9221,,,,,177.7692,,,,,,,277.8221,
4289,,,,,,,,,,,,,,75.1119,67.8062,,,
4290,43.8329,,,,,,,,,,,,,,,,,137.4865
5832,9551.62,986.9954,,2687.2745,4867.175,,,,,,,,,,,,,18064.0192
4294,4795.1475,,,,3838.9705,,,,,,,,,,,,,18540.3857
4295,,,46.8282,,,,,,,,,,,,,,,
4296,9211.764,,,,,,,,,,,,,,,,,
5833,,,,,,,,,,,,,,,,,,880.3798
4297,48310.195,6363.3154,,11587.8637,28951.414,,,,,,,,,,,,,77986.1375
4298,,,,,,,,146.724,,,,,,,,,,
4299,,,69.7877,,65.2247,,,,,,,,,,,,,
5834,4026.8318,372.8196,,1116.8138,2048.4001,,,,,,,,,,,,,7707.5487
4300,1871.8047,,,,1505.037,,,,,,,,,,,,,7429.6444
4301,,,,,,,,,,,,,,2105.7961,,,,
5835,,,,,,,,,,,,,,,,,,2258.1105
4306,,,,,,,278.4706,,,,,380.8888,,,,,,
5836,318.402,,,79.4382,162.4885,,,,,,,,,,,,,587.9107
4307,,,,,107.656,,,,,,,,,,,,,
4308,,,,,,,,447.5861,,,,,,,,,,
5837,6349.894,,,1820.6589,3333.3645,,,,,,,,,,,,,7410.4751
4312,,,,,,,,,,369.2211,587.9206,,,,,,,
4313,202.4254,,,,,,,,,,,,,,,,,
4314,37.0072,,,,,,,,,,,,,,,,,
4315,,,,,,,,,,,486.2845,,,,,,,
4316,,,,,,100.713,664.0525,252.8215,,,554.5799,177.8645,,,332.4252,712.9598,,
5838,,,,,,,,,,,1330.1916,,,,,1467.0821,,
4318,6039.093,688.8459,,1175.0945,3678.383,,,,,,,,,,,,,16677.9755
4320,,,,,,,,,,81.8872,112.4218,,,,,,,
4321,89.1567,,,,,,,,,,,,,,,,,
5841,,,,,,342.5663,,,,164.8742,,,,,,,,
4322,,,,,,5084.3263,7669.7242,7408.3871,,3775.3438,9669.8627,4859.3749,,6637.932,7375.1227,8530.9957,,3958.7366
4323,,,,,,1678.1763,2380.0683,3398.6903,656.7124,364.1149,534.3166,462.1094,353.7938,,290.3148,1347.8297,,963.9903
4324,502.7598,66.1696,,121.7096,308.9858,,,,,,,,,,,,,1508.4338
5842,,,,,,274.3514,,,,,,,,280.4925,,351.058,,249.5123
4325,,,,,,3358.8262,3231.2171,3241.1672,,,,,,,,666.585,,
4326,,,,,,,167.9442,,,,140.0976,,,,210.5893,,,
4327,,,,,,,,,,,,,,,,742.9691,237.6428,
4328,,,,,,388.8107,522.5801,519.2572,,,717.1999,318.4041,,440.1156,479.1455,,,254.1313
4330,,,106.0401,,,152.7329,199.1885,231.4516,,200.9677,254.8309,311.5594,227.3067,177.2894,145.7133,194.7103,178.9405,220.7086
5843,,,,,,,,281.1049,,,,,,,250.5174,,,
4331,,,,,,,,,,,143.3564,,,,,,,
4332,,,,,,,,,,,,,,,374.2895,,,
4333,,,,,,,,,,,,306.1384,,,,353.041,,
4334,,,,,,,,,,,,,,,,115.9162,,
4335,,,,,,,1655.5337,,,,1337.0794,689.8331,,,1087.6728,2287.2925,228.0174,548.1268
4336,,,,,,,,,,,114.3646,,,,,,,
4338,,,,,,,,,,,202.8489,,,,145.3839,286.2232,,
5844,,,,,116.7547,,,,,,,,,,,,,
4342,,,,,,3407.7093,4797.5762,7114.4041,,,,,,,,2853.8996,,1739.8326
4343,,,,,,,,,,,143.0115,203.1576,,,,,,
4344,,,,,,946.5652,1294.526,1984.5474,,,,,,,,,,481.6666
4345,,,,,,,,244.2666,,,,,,,,155.5611,,
4346,,,,,,1057.267,1040.9044,1942.3982,,,,,,1658.471,1395.1699,,,
4349,,,,,,365.587,354.7339,662.9777,132.4316,,,,,564.555,468.0563,255.5285,,165.0263
4350,,568.5656,,,,,,,,,,,,,,,,
4353,,,,,,,,,,,,,,,,183.3297,,
4360,,,,,151.7465,142.1221,,160.9381,167.2113,,,192.2685,134.4897,139.6808,,,,
4361,100.4019,,,,137.1165,,,,,,,,,,,,,
4363,,,,,,203.4798,582.3897,484.1026,,219.5632,654.5138,477.6502,,136.9056,337.27,908.7249,,207.5909
4367,,,,,,,,,,,,,,,,275.0556,,
4368,,,,,,,,,,,247.6601,,,,,,,
4369,2402.7646,,,,1883.7434,,,,,,,,,,,,,7482.4428
4371,,,,,,,625.0175,271.0612,,,839.0546,,,,1170.9327,940.1412,,
4372,8153.2085,1393.8917,,3405.0752,5392.63,,,,,,,,,,,,,10235.9801
4373,,,,,,,,,,,210.1351,,,,,,,
4374,,,,,,,262.7141,,,,230.3976,,,,204.4144,260.7983,,
4376,993.8351,,,,751.6516,,,,,,,,,,,,,3047.0382
4377,,,,,,,,173.3635,,,160.6913,,,,,,,
4378,,,,,,,,,,,,,,,,,,687.5575
5849,,,,,,,,,,,278.0136,,,,,,,
4379,232.2818,,,,200.8017,,,,,,,,,,,,,770.3629
4380,,,,,,,,,,,1020.2711,,,,,,,
4381,381.0933,,,,,,,,,,,,,,,,,
4382,,,,,,,,,,,,,,240.8156,,307.634,,
4383,,,,,,737.3142,1827.2817,1724.295,823.176,954.2192,2464.4677,1810.2192,,1022.1118,1342.4615,3170.8155,224.7173,1286.334
4384,66.2933,,,,,,,,,,,,,,,,,
4385,,,,,,128.8699,245.7728,194.8867,93.1282,,482.5539,140.0467,,,211.4123,514.3408,,
4386,,,,,,5672.8895,5772.783,5904.2868,,,3248.2999,,,,,,,
4387,,,,,,,,,,,,,,276.663,,,,
5850,,,,,,,347.4089,,,,,,,,,,,
4388,,,,,,,568.3239,345.5009,,,448.4722,148.3872,,,602.9166,755.6099,,
4389,,,,,,,1571.3645,639.7554,,,1937.3368,453.7573,,283.0561,2931.3431,2315.8337,,385.1012
4390,,,,,,,,,,,,,,455.6555,379.7243,635.0813,,
4391,,,,,,114.8709,207.665,264.6718,,,,,,,,131.16,,
4392,,,,,,,,,,,,,,934.7479,,,,
4395,2094.3933,,,,1418.5074,,,,,,,,,,,,,3803.524
5852,582.1677,,,,,,,,,,,,,,,,,
4397,,,,,,,,,,,134.7218,,,,,,,
4399,,,,,,,,139.218,,,,,,,,,,
4400,,,,,,,,,,,,,,787.8823,,,,
4401,194.0856,33.0496,,,117.7766,,,,,,,,,,,,,
4402,,,,,,4431.5258,4435.6738,4518.6322,,,,1205.5225,,,,,,
4405,,,,,,,,,,200.3295,307.8611,140.4467,,,,,,
4407,,,,,,,159.8614,166.3534,,193.3338,225.6665,267.3383,194.1838,,147.6399,,179.7957,
4409,,,,,,,,,,177.7513,,,,,,,,
4412,,,,,,121.4879,292.3092,239.8639,,251.7739,502.7984,282.9471,,,,,,
4415,857.8577,,,,,,,,,,,,,,,,,210.5128
4416,,,,,,,,,,,,,,226.8108,,,,
4417,,,,,,,,,,,,,,,402.686,,,
4418,,,,,,729.334,1037.0412,1428.1516,241.344,,198.3426,183.002,159.2599,,,651.0837,,372.1435
4419,,,,,,152.5756,171.0581,176.4772,164.7869,,,,,,,,85.2778,
4420,,,,,,216.9125,318.7836,380.2651,,,,,,,,167.9264,,
4421,,,,,186.9714,,,,,,,,,,,,,
5853,346.4674,,,211.3211,,,,,,,,,,,,,,469.7727
4423,,,,,,,,,,,,,,,,293.5046,,
5854,129.5356,,,,79.9623,,,,,,,,,,,,,168.149
4426,,,,,,,1214.2687,921.4045,,1068.7921,1972.6814,1086.6305,,,,728.9332,,653.3324
5855,,,,,,427.9096,274.0224,291.9032,,,,,,,,,,
4427,,,,,,517.0442,,,,,,,,,,,,
4429,227.9586,,,,229.7441,235.1135,,,301.3144,,226.6713,290.1722,494.0588,,,,479.8872,
4430,,488.3,611.7624,,270.8948,,,,,,,,,,,,,
4433,,,,,,120.6072,128.9587,151.3243,126.4772,,,,,,,127.1423,89.5211,
5856,,,,,,,,,,,456.2967,,,,,,,
4434,,362.6361,452.655,,,158.7689,,,,,,,,,,,,
4436,,,,,,,,,,,,,,,374.6974,239.7647,,
4437,147.7056,,,,103.1221,,,,,,,,,,,,,
5859,409.729,,,,399.0428,,,463.412,,,,,,1000.1732,,617.9897,393.1282,
4439,38.7828,,121.3741,,49.5708,,,,,,,,,,,,,
4440,,,,,,,,,,,,,,137.0673,103.6648,59.7877,,
5860,,,,,,,,,,,,,,278.1547,,,,
5861,,,,,,,,,,,,,,,,135.5156,,
4442,155.3443,186.3589,203.932,,137.3942,,,120.5118,200.8922,155.6509,,79.5138,,113.3527,179.9263,115.5041,,
4443,,,,,,238.5076,244.322,297.6447,,,231.8039,261.7994,,575.4375,446.1564,1653.2341,,203.6976
4445,,238.2557,123.4996,,339.5198,281.4347,205.989,,205.8287,,196.36,154.8283,,,151.2834,160.7098,,
4446,,,,,,,,108.5626,,,73.8838,,,181.019,,493.3236,,
4447,141.5878,,,,115.7388,346.8584,,198.0095,198.8563,,,,197.9279,274.6979,,269.1702,222.1465,
4448,244.8881,,,,293.8518,,,,,,,,,,,,,
5862,564.1892,566.0521,577.5497,,548.8165,,,473.0909,,485.9535,,,,426.7049,,,470.1796,
4453,,,,,,,,175.0449,,,,,,,,,,
4455,,,,,,,,,,,,,,706.9514,,,,
4456,,,,,,,,,,,,565.9554,,487.4379,,,,
5864,66680.02,7525.5806,,19996.1022,34612.24,,,,,,,,,,,,,98324.8272
4457,4604.611,,,,2473.2097,,,,,,,,,,,,,14481.5608
4459,,,,,,,359.0761,,,,,,,,,,,
4460,,,,,,,,172.2118,,,364.2348,,,,195.3462,498.8612,,
4461,,,,,,,257.8092,242.2787,,,434.9225,308.2131,,277.8368,,296.3651,,
4462,,,,,,,,,,,,,,,,,,284.2999
4463,1650.5885,162.232,,,904.861,,,,,,,,,,,,,5326.88
4464,,,,,,,,,,,,,,1572.9526,,,,
5867,,,,,,,,,,,,,,791.3635,,,,
4466,,,,,,,,,,,,,,,,324.6428,,
4467,336.7862,28.1654,,40.531,188.0313,,,,,,,,,,,,,1075.7774
4468,,,,,,,101.8578,110.1485,,,,,,,,,,
4469,,,,,,,,,,,199.6782,162.9207,,141.0123,,146.1985,,
4470,,,,,,,,,,,,,,186.6221,,,,
4471,,,,,,,,,,,,,,489.136,,,,
4473,652.8729,,,,,,,,,,,,,,,,,
4476,,,,,,2875.1386,4124.1818,5722.2582,830.0674,,806.9823,695.2859,,,,2317.2813,,1372.7311
4477,,50.743,,,,,,,,,,,,,,,,
4478,304.9152,1688.11,9815.299,,151.8336,,,,,334.6048,,,,,,,,
5869,10800.95,1141.4948,,3152.4352,5842.319,,,,,,,,,,,,,22100.2157
4480,,,,,,,,,,,,,,,,170.0712,,
4482,,,,,,,,2075.4999,,,,,,,,,,
4483,,,57.1821,,,,,,,,,,,,,,,
4484,,,,,,843.8481,966.3896,1652.5961,,,279.5689,283.7337,,,,560.617,,434.6924
4485,,452.4174,,,,,,,,,,,,,,,33.5143,
4487,,,,,,,,,,,176.5567,223.068,180.4872,174.7112,143.7403,178.5448,167.7074,157.2782
5870,1164.8876,117.7927,,330.2874,600.4227,,,,,,,,,,,,,2386.506
4491,,,,,,,,,,,247.1827,,,,,,,
5873,218.9708,,,66.5913,,,,,,,,,,,,,,475.0737
4494,,,,,,,,,,,,,,,,,,1571.9559
4496,,,,,,3488.1316,4851.0141,6524.0656,1331.9007,933.5156,1047.6145,1174.2493,806.3703,574.9106,503.6503,3276.4472,304.3119,1960.1678
4498,,383.2011,529.2077,,,,,,,,,,,,,,,
4499,,,,,,1094.7259,1422.2167,1930.0627,290.0871,201.3543,383.4682,350.8826,269.9291,165.1487,155.0168,976.7105,68.8535,586.0241
4502,213.7205,239.3548,253.822,,,,346.7951,,,,493.1839,332.9684,404.0935,,200.5737,,403.8623,400.6785
4504,,,,,,,268.1888,238.3645,,,346.5094,,,,,476.9163,,
4506,,194.7633,209.123,,180.8263,,,,,,,,,,,,,
4509,,,,,,,,,,,1851.7119,1459.0091,,,1211.3379,1401.4764,,
5875,,,,,,353.5096,,,,,,,,,349.87,,,
4510,176.2021,596.2859,,,255.3138,338.3125,,289.8352,209.9426,,,,196.7669,256.8112,238.067,,209.7514,
4511,,,,,,,,,,,,,,,,,,1632.6171
4512,,,,,,,,,,,,,,,,,,238.9233
4513,,,,,,476.5763,623.1321,131.5634,,,,110.8142,,145.9171,129.8723,108.1139,,
4516,,,,,,573.7728,633.7907,584.4917,,481.1348,870.9179,738.837,,713.3784,,681.114,,
5876,1094.2919,178.831,,,632.2162,,,,,,,,,,,,,1478.5286
4517,4491.352,,,1861.4729,2991.1968,,,,,,,,,,,,,5155.6804
5877,,,,,,,,,,,,,,,,232.1833,,
4518,,,,,,,694.6991,263.4467,,,567.6113,,,,224.1131,704.6459,,
5878,,,,,,166.3907,,,,,,,,,,,,
4521,,,,,,,,,,,240.9851,,,,,,,
5879,,,,,,,,,,,,,,,,,,7268.1332
4522,6021.002,483.4508,,,2872.133,,,,,,,,,,,,,22726.834
4523,,,,,,,,195.8978,,,324.5102,260.2945,,,211.0294,251.6626,,
4524,,,,,,,718.2535,,,,500.9691,,,,1385.8646,989.8189,,
4525,,,,,,,,,,,,,,187.0093,163.1277,,,
4526,,,,,,,,88.9136,,,,,,,,137.6976,,
5880,,,,,,,,,,,,,,132.5521,,,,
5881,,,,,146.1466,,,,,,,,,,,,,
4528,45.2855,,,,,,123.3442,,128.5573,149.6851,158.8294,,,,,,166.3807,134.6606
4529,922.5012,,,,,,,,,,,,,,,,,2472.4044
4530,,,,,,,,243.3743,,,618.6255,314.5552,,,351.2627,376.8949,,
4531,,,,,,,1087.1109,506.2327,,,1148.907,362.365,,196.442,,1518.3043,,385.5111
5883,,,,,,,,,,,,,,,,,,206.3835
5884,210.5061,,,,115.8328,,,,,,,,,,,,,
4533,,,,,,4126.3061,4182.415,4337.4148,,,2528.135,,,,,,,
4534,,,,,,,,,,,,,,,155.7521,283.0213,,
4535,,,,,,,1018.6601,391.8332,,,1080.5094,110.5354,,,2082.321,1648.2687,,228.3284
4536,,,,,,1020.5598,1034.1997,1074.9917,,,606.6334,,,,,,,
4537,,,,,,,,,,,,,,,,,,413.6622
4538,,,,,,,,,,,,,,,,173.5679,,
4539,,,,,,,,,,,,,,,,,,138.4715
4542,,,,,,,110.6476,183.3995,,,,,,,,,,
4543,,157.4995,,,,,,,,,,,,,,,,
4544,,,,,,,,,,,,,,,,,,640.7482
5886,,,,,,,,,,,,,,474.6721,,,,
4545,,,,,,,,197.7794,,,,,,,211.5156,,,
4546,,,,,,2397.4167,,3049.4699,,,,,,,,,,
4547,,,,,,,,,,,209.5492,122.3742,,,,,,
4549,,,,,,801.0662,689.2631,677.8176,,,448.3318,248.4783,185.5759,,,,,
5887,,,,,,,,,,,,,,515.8461,,,,
4550,,,,,,,,,,,261.0224,,524.1002,,,,,
4552,,,,,,,,,,153.4053,,190.6573,163.9284,,129.1339,,149.536,
4553,,,,336.1929,,,,,,,,,,,,,,730.96
4554,,,,,,,,,,,,,,,,,,315.4317
